Event,Info
Frame Carry,375 kg / 30 meters / 60 second time limit 
 Truck Pull,16000 kg / 25 meters / 75 second time limit 
 Super Yoke,480 kg / 20 meters / 60 second time limit 
 Overhead Medley,"4 implements / 75 second time limit / 110 kg dumbbell, 170 kg barbell, 120 kg dumbbell, 180 kg barbell "
 Atlas Stones,5 implements / 60 second time limit / 130 to 186 kg
