Event,Info
Giant's Medley,75 second time limit / 2x 125 kg boxes + 455 kg yoke carry (10 metres each) 
 Deadlift,360 kg / 60 second time limit / Car deadlift 
 Bus Pull,19000 kg / 30 meters / 75 second time limit 
 Power Stairs,75 second time limit / 3x 226 kg / 3 steps each 
 Atlas Stones,5 implements / 60 second time limit / 140 to 200 kg
