Event,Info
Tire Flip,500 kg / 60 second time limit / 6 flips 
 Squat Lift,320 kg / 60 second time limit 
 Viking Press,160 kg / 60 second time limit / Resting allowed 
 Plane Pull,26000 kg / 30 meters / 60 second time limit 
 Atlas Stones,5 implements / 60 second time limit / 150 to 210 kg
