Event,Info
Loading Race,3 implements / 60 second time limit / 3x 100 kg tires 
 Overhead Medley,"4 implements / 60 second time limit / 105 kg dumbbell, 163 kg axle (2 reps on each) "
 Keg Toss,"8 implements / 60 second time limit / 18 to 25 kg, 4.90 metres "
 Truck Pull,24000 kg / 25 meters / 60 second time limit 
 Squat Lift,329 kg / 60 second time limit 
 Atlas Stones,5 implements / 60 second time limit / 130 to 186 kg
