Event,Info
Super Yoke,440 kg / 40 meters / 75 second time limit 
 Bus Pull,24500 kg / 25 meters / 75 second time limit 
 Deadlift,360 kg / 60 second time limit 
 Natural Stones,5 implements / 75 second time limit / 137 to 170 kg 
 Power Stairs,225 kg / 75 second time limit / 15 stairs
