Event,Info
Flip & Drag,"30 meters / 75 second time limit / 400 kg tire flip (15 m), 300 kg chain drag (15 m) "
 Farmer's Walk,120 kg / 75 meters / 75 second time limit 
 Squat Lift,318 kg 
 Truck Pull,30 meters / 75 second time limit 
 Shield Carry,175 kg 
 Deadlift,Car deadlift 
 Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg
