Event,Info
Super Yoke,363 kg / 25 meters 
 Power Stairs,200 kg / 24 stairs 
 Farmer's Walk,120 kg / 70 meters 
 Fingal's Fingers,5 implements / 200 to 300 kg 
 Atlas Stones,5 implements / 95 to 160 kg
