Event,Info
Loading Race,3 implements / 75 second time limit / 3x 125 kg sacks 
 Keg Toss,"8 implements / 75 second time limit / 17 to 24 kg, 4.00 metres "
 Frame Carry,360 kg / 40 meters / 75 second time limit 
 Deadlift,355 kg / 75 second time limit / Car deadlift 
 Atlas Stones,5 implements / 75 second time limit / 100 to 180 kg
