Event,Info
Super Yoke,500 kg / 20 meters / 60 second time limit 
 Deadlift,370 kg / 60 second time limit 
 Truck Pull,28000 kg / 25 meters / 60 second time limit 
 Power Stairs,225 kg / 60 second time limit / 15 stairs 
 Atlas Stones,5 implements / 60 second time limit / 150 to 210 kg
