Event,Info
Frame Carry,350 kg / 40 meters 
 Shield Carry,190 kg 
 Overhead Medley,"4 implements / 100 kg dumbbell, 155 kg axle (2x), 120 kg block "
 Loading Race,"4 implements / 2x 120 kg kegs, 2x 120 kg sacks"
