Event,Info
Truck Pull,17000 kg / 15 meters / 90 second time limit 
 Tire Flip,450 kg / 20 meters 
 Atlas Stones,5 implements / 90 second time limit / 100 to 160 kg 
 Power Stairs,"120 second time limit / 175-225-275 kg, 6 stairs each"
