year;competition_name;competitor;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;HÃºsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Crucifix Hold;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Leg Press;Flag Hoist;McGlashen Stones;Car Flip;Tug of War;Plane Pull;Vertical Lift;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Log Ladder;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Kettlebell Throw;Chain Railway Carriage;Axle Death-Lift
2020;Arnold Strongman Classic;D. Zageris;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;m;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Bishop;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;kg;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;H. BjÃ¶rnsson;;;;;;;;;;;;;;;;;;;;kg;;s;s;s;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Janashia;;;;;;;;;;;;;;;;;;;;kg;;s;s;s;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Kieliszkowski;;;;;;;;;;;;;;;;;;;;kg;;s;s;s;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Å½. Savickas;;;;;;;;;;;;;;;;;;;;kg;;s;s;s;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;G. Hicks;;;;;;;;;;;;;;;;;;;;kg;;s;m;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Hollands;;;;;;;;;;;;;;;;;;;;;;s;s;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. BelÅ¡ak;;;;;;;;;;;;;;;;;;;;kg;;m;m;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Felix;;;;;;;;;;;;;;;;;;;;;;s;s;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Radzikowski;;;;;;;;;;;;;;;;;;;;kg;;;m;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;V. Lalas;;;;;;;;;;;;;;;;;;;;kg;;;m;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;H. BjÃ¶rnsson;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;reps;;;;;;;;;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Kieliszkowski;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;reps;;;;;;;;;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Janashia;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;reps;;;;;;;;;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Stoltman;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;reps;;;;;;;;;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Shivlyakov;;;;;;;;;;;;;;;;;;;;kg;;;;reps;;;;;;reps;;;;;;;;;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Stoltman;;;;;;;;;;;;;;;;;;;;kg;;;;reps;;;;;;reps;;;;;;;;;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;;;;;;;;;;;s;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Bishop;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;;;;;;;;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Shahlaei;;;;;;;;;;;;;;;;;;;;kg;;;;reps;;;;;;reps;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Richardson;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;reps;;s;;;;;;;;s;;s;reps;;;;;;;;s;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Bishop;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;reps;;s;;;;;;;;s;;s;reps;;;;;;;;s;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. Toots;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;reps;;s;;;;;;;;s;;s;reps;;;;;;;;s;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;G. Hicks;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;reps;;s;;;;;;;;s;;s;reps;;;;;;;;s;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Page;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;reps;;reps;;;;;;;;s;;s;reps;;;;;;;;s;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;reps;;reps;;;;;;;;s;;s;reps;;;;;;;;s;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;P. O'Dwyer;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;reps;;reps;;;;;;;;s;;s;reps;;;;;;;;s;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;G. Bilton;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;reps;;reps;;;;;;;;s;;s;reps;;;;;;;;s;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Osborn;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;reps;;reps;;;;;;;;s;;s;reps;;;;;;;;s;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;P. Benton;;;;;;;;;;;;;;;;;;;;kg;;;;reps;;;;;;;;reps;;;;;;;;s;;s;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;reps;;;;;;;;reps;;s;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Lungu;;;;;;;;;;;;;;;;;;;;kg;;;;reps;;;;;;;;reps;;;;;;;;reps;;s;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Stoltman;;;;;;;;;;;;;;;;;;;;kg;;s;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;O. Novikov;;;;;;;;;;;;;;;;;;;;kg;;s;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;G. Hicks;;;;;;;;;;;;;;;;;;;;kg;;s;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Heinla;;;;;;;;;;;;;;;;;;;;;;s;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Lalas;;;;;;;;;;;;;;;;;;;;;;s;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;P. O'Dwyer;;;;;;;;;;;;;;;;;;;;;;s;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. Toots;;;;;;;;;;;;;;;;;;;;;;s;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;G. Bilton;;;;;;;;;;;;;;;;;;;;;;m;;;;;;;;reps;;;;;;;;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Hansson;;;;;;;;;;;;;;;;;;;;;;s;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Bishop;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;O. Novikov;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;reps;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Stoltman;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;reps;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Janashia;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;reps;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;P. Kordiyaka;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;reps;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. Flowers;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;reps;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Å maukstelis;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;reps;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. IngÃ³lfsson Melsted;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;reps;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Lalas;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;reps;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. de Ruiter;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;reps;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;P. O'Dwyer;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;reps;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;G. Bilton;;;;;;;;;;;;;;;;;;;;kg;;;;reps;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;reps;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Heinla;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Shaw;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;H. BjÃ¶rnsson;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Radzikowski;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Burke;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Felix;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Pritchett;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Å½. Savickas;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Shaw;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;H. BjÃ¶rnsson;;;;;;;;;;;;;;;;;;;;kg;;;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. NÃ¤mi;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. Katona;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Burke;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Ferrari;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Radzikowski;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Zageris;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Wildauer;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Radzikowski;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Savatinov;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Kieliszkowski;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Hansson;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Radzikowski;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Ferrari;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Hansson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. Small;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Ferrari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Shivlyakov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;s;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Kieliszkowski;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;stairs;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;s;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Pritchett;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;stairs;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Shivlyakov;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;s;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Heinla;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;C. Quiroga;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Aparecido;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Caron;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Heinla;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
