year;competition_name;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;Húsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Webster Stones;Stones of Strength;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Boat Pull;Car Flip;Crucifix Hold;Bar Bend;Tug of War;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Log Ladder;Load & Push;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Max Stone Press;Vertical Lift;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Sandbag Toss;Leg Press;Medley #1;Chest Press;Medley #2;Flag Hoist;McGlashen Stones;Plane Pull;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Chain Railway Carriage;Axle Death-Lift
2018;WSM Final - group;;;;;;;3 in 31.27 s;;;;;;;;;;;;;;;;;;;5 in 39.53 s;;;;;;7 reps;17.02 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 35.21 s;42 °;;;;;;;;
2018;WSM Final - group;;;;;;;1 in 6.02 s;;;;;;;;;;;;;;;;;;;4 in 28.12 s;;;;;;6 reps;59.98 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 40.31 s;458 °;;;;;;;;
2018;WSM Final - group;;;;;;;1 in 9.10 s;;;;;;;;;;;;;;;;;;;Eliminated;;;;;;5 reps;17.48 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 61.75 s;225 °;;;;;;;;
2018;WSM Final - group;;;;;;;4 in 51.99 s;;;;;;;;;;;;;;;;;;;Eliminated;;;;;;5 reps;13.27 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 57.07 s;369 °;;;;;;;;
2018;WSM Final - group;;;;;;;2 in 15.44 s;;;;;;;;;;;;;;;;;;;Eliminated;;;;;;3 reps;9.48 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0 in 75.00 s;262 °;;;;;;;;
2018;WSM Final - group;;;;;;;4 in 28.30 s;;;;;;;;;;;;;;;;;;;Qualified;;;;;;5 reps;;;;;;;;;;;;;;;;;;;;;;;;;;35.86 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7 in 42.93 s;;;;;;;;;;;;;;;;3 in 29.30 s;;;;;;;;;
2018;WSM Final - group;;;;;;;2 in 28.87 s;;;;;;;;;;;;;;;;;;;5 in 29.99 s;;;;;;6 reps;;;;;;;;;;;;;;;;;;;;;;;;;;39.68 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6 in 37.11 s;;;;;;;;;;;;;;;;3 in 39.14 s;;;;;;;;;
2018;WSM Final - group;;;;;;;2 in 14.59 s;;;;;;;;;;;;;;;;;;;5 in 36.65 s;;;;;;7 reps;;;;;;;;;;;;;;;;;;;;;;;;;;42.11 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8 in 59.76 s;;;;;;;;;;;;;;;;3 in 40.64 s;;;;;;;;;
2018;WSM Final - group;;;;;;;2 in 16.70 s;;;;;;;;;;;;;;;;;;;Eliminated;;;;;;4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;40.07 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6 in 27.83 s;;;;;;;;;;;;;;;;3 in 44.60 s;;;;;;;;;
2018;WSM Final - group;;;;;;;1 in 7.43 s;;;;;;;;;;;;;;;;;;;Eliminated;;;;;;1 rep;;;;;;;;;;;;;;;;;;;;;;;;;;39.04 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 57.91 s;;;;;;;;;;;;;;;;3 in 53.39 s;;;;;;;;;
2018;WSM Final - group;;;;;;;2 in 37.90 s;;;;;;;;;;;;;;;;;;;Eliminated;;;;;;6 reps;;;;;;;;;;;;;;;;;;;;;;;;;;41.54 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 in 13.66 s;;;;;;;;;;;;;;;;2 in 69.34 s;;;;;;;;;
2019;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;34.36 s;;;;9 in 65.11 s;7 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 0.00 m;;;;;;;;;;;;Qualified;;;;;;;;;;;
2019;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;55.72 s;;;;9 in 67.58 s;5 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 1.72 m;;;;;;;;;;;;8 reps;;;;;;;;;;;
2019;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;18.7 m;;;;9 in 61.97 s;6 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 34.06 s;;;;;;;;;;;;7 reps;;;;;;;;;;;
2019;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;60.04 s;;;;4 in 47.34 s;4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 1.73 m;;;;;;;;;;;;Eliminated;;;;;;;;;;;
2019;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;19.4 m;;;;2 in 35.62 s;0 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 1.51 m;;;;;;;;;;;;Eliminated;;;;;;;;;;;
2019;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;50.41 s;;;;6 in 74.97 s;10 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 29.44 s;;;;;;;;;;;;Qualified;;;;;;;;;;;
2019;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;21.9 m;;;;1 in 6.30 s;11 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 27.60 s;;;;;;;;;;;;2 reps;;;;;;;;;;;
2019;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;50.77 s;;;;6 in 59.34 s;1 rep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 30.77 s;;;;;;;;;;;;1 rep;;;;;;;;;;;
2019;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;54.30 s;;;;5 in 65.87 s;6 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 47.04 s;;;;;;;;;;;;Eliminated;;;;;;;;;;;
2019;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;21.2 m;;;;Withdrew;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;Eliminated;;;;;;;;;;;
2019;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;41.33 s;;;;6 in 41.11 s;9 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 21.09 s;;;;;;;;;;;;Qualified;;;;;;;;;;;
2019;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;20.2 m;;;;5 in 48.02 s;8 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 25.69 s;;;;;;;;;;;;9 reps;;;;;;;;;;;
2019;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;54.74 s;;;;6 in 54.72 s;5 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 34.40 s;;;;;;;;;;;;8 reps;;;;;;;;;;;
2019;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;17.4 m;;;;5 in 39.22 s;8 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 35.61 s;;;;;;;;;;;;Eliminated;;;;;;;;;;;
2019;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;41.11 s;;;;2 in 19.72 s;2 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 38.84 s;;;;;;;;;;;;Eliminated;;;;;;;;;;;
2019;WSM Final - group;;;;;;;5 in 25.81 s;;;;;;;;;;;;;;;;;;;;38.63 s;;;;;6 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 18.89 s;;;;;;;;;;;;Qualified;;;;;;;;;;;
2019;WSM Final - group;;;;;;;4 in 42.76 s;;;;;;;;;;;;;;;;;;;;54.62 s;;;;;7 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 39.69 s;;;;;;;;;;;;4 reps;;;;;;;;;;;
2019;WSM Final - group;;;;;;;3 in 36.04 s;;;;;;;;;;;;;;;;;;;;17.8 m;;;;;3 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 67.90 s;;;;;;;;;;;;4 reps;;;;;;;;;;;
2019;WSM Final - group;;;;;;;3 in 25.71 s;;;;;;;;;;;;;;;;;;;;55.66 s;;;;;6 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 39.89 s;;;;;;;;;;;;No lift;;;;;;;;;;;
2019;WSM Final - group;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;20.1 m;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 1.65 m;;;;;;;;;;;;Eliminated;;;;;;;;;;;
2019;WSM Final - group;;;;;;;10 in 73.79 s;;;;;;;;;;;;;;;;;;;;38.69 s;;;;;11 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 24.73 s;;;;;;;;;;;;Qualified;;;;;;;;;;;
2019;WSM Final - group;;;;;;;6 in 56.66 s;;;;;;;;;;;;;;;;;;;;63.32 s;;;;;8 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 32.69 s;;;;;;;;;;;;14 reps;;;;;;;;;;;
2019;WSM Final - group;;;;;;;9 in 61.16 s;;;;;;;;;;;;;;;;;;;;51.42 s;;;;;10 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 24.68 s;;;;;;;;;;;;13 reps;;;;;;;;;;;
2019;WSM Final - group;;;;;;;0 in 75.00 s;;;;;;;;;;;;;;;;;;;;18.9 m;;;;;9 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 1.65 m;;;;;;;;;;;;Eliminated;;;;;;;;;;;
2019;WSM Final - group;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;60.14 s;;;;;2 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 0.45 m;;;;;;;;;;;;Eliminated;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;52 m;Qualified;;;;;9 in 71.13 s;9 reps;;;;;;;;;;5 in 57.37 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;20.13 m;5 in 47.56 s;;;;;8 in 67.00 s;7 reps;;;;;;;;;;5 in 46.30 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;38.87 m;4 in 63.70 s;;;;;8 in 73.59 s;1 rep;;;;;;;;;;5 in 56.96 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;7.83 m;Eliminated;;;;;5 in 66.25 s;6 reps;;;;;;;;;;5 in 48.99 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;9.89 m;Eliminated;;;;;Withdrew;8 reps;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;52 m;Qualified;;;;;;6 reps;;;;;;;;;;5 in 42.94 s;;;;;;;;;;;;;;5 in 54.41 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;30.48 m;6 in 53.04 s;;;;;;9 reps;;;;;;;;;;5 in 44.81 s;;;;;;;;;;;;;;3 in 20.41 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;42 m;5 in 34.19 s;;;;;;9 reps;;;;;;;;;;5 in 51.18 s;;;;;;;;;;;;;;6 in 67.34 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;52.25 m;Withdrew;;;;;;4 reps;;;;;;;;;;5 in 46.47 s;;;;;;;;;;;;;;5 in 53.49 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;42.67 m;Eliminated;;;;;;9 reps;;;;;;;;;;4 in 41.28 s;;;;;;;;;;;;;;2 in 19.56 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;57.54 m;Qualified;;;;;;;;;10 reps;;;;;;;5 in 44.40 s;;;;;;;;;;;;;;8 in 62.39 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;42.78 m;8 in 39.00 s;;;;;;;;;8 reps;;;;;;;5 in 39.11 s;;;;;;;;;;;;;;4 in 30.19 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;46.34 m;7 in 38.30 s;;;;;;;;;7 reps;;;;;;;5 in 42.57 s;;;;;;;;;;;;;;3 in 18.78 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;10.11 m;Eliminated;;;;;;;;;11 reps;;;;;;;5 in 54.16 s;;;;;;;;;;;;;;3 in 19.03 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;31.5 m;Eliminated;;;;;;;;;0 reps;;;;;;;4 in 69.17 s;;;;;;;;;;;;;;3 in 23.66 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;48.2 m;Qualified;;;;;1 in 6.10 s;;;;11 reps;;;;;;;5 in 47.13 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;7.47 m;6 in 50.34 s;;;;;9 in 69.07 s;;;;10 reps;;;;;;;5 in 56.35 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;45.59 m;5 in 75.09 s;;;;;1 in 4.99 s;;;;11 reps;;;;;;;5 in 53.06 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;5.3 m;Eliminated;;;;;6 in 48.79 s;;;;5 reps;;;;;;;5 in 52.10 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;18.76 m;Eliminated;;;;;Withdrew;;;;0 reps;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;40.1 m;Qualified;;;;;;6 reps;;;;;;;;;;5 in 54.21 s;;;;;;;;;;;;;;9 in 74.24 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;36.56 m;7 in 39.57 s;;;;;;5 reps;;;;;;;;;;5 in 40.50 s;;;;;;;;;;;;;;3 in 25.13 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;52 m;6 in 33.43 s;;;;;;6 reps;;;;;;;;;;5 in 52.68 s;;;;;;;;;;;;;;1 in 15.16 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;28.86 m;Eliminated;;;;;;5 reps;;;;;;;;;;5 in 42.31 s;;;;;;;;;;;;;;4 in 34.02 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;29.56 m;Eliminated;;;;;;1 rep;;;;;;;;;;4 in 81.88 s;;;;;;;;;;;;;;0 in 75.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10 reps;;;;;;;;;;;;;;;;;;;;;4 in 34.72 s;;;;;;;;;;5 in 40.47 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 65.44 s;5.64 s;(Qualified);;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6 reps;;;;;;;;;;;;;;;;;;;;;4 in 37.19 s;;;;;;;;;;4 in 41.07 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 60.40 s;30.64 s;7 stones;;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10 reps;;;;;;;;;;;;;;;;;;;;;3 in 19.87 s;;;;;;;;;;4 in 31.38 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 36.38 s;32.51 s;7 stones;;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 reps;;;;;;;;;;;;;;;;;;;;;4 in 49.84 s;;;;;;;;;;4 in 46.62 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 implements, 1.94 m;31.02 s;(Eliminated);;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 reps;;;;;;;;;;;;;;;;;;;;;1 in 6.90 s;;;;;;;;;;4 in 31.75 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 implements, 8.18 m;20.28 s;(Eliminated);;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8 reps;;;;;;;;;;;;;;;;;;;;;;;;4 in 29.77 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 31.40 s;46.13 s;(Qualified);36.31 s;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8 reps;;;;;;;;;;;;;;;;;;;;;;;;4 in 38.02 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 49.69 s;36.90 s;5 stones;37.83 s;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8 reps;;;;;;;;;;;;;;;;;;;;;;;;1 in 6.42 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 65.87 s;40.82 s;5 stones;42.58 s;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 reps;;;;;;;;;;;;;;;;;;;;;;;;4 in 32.08 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 implements, 6.1 m;28.90 s;(Eliminated);39.73 s;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 reps;;;;;;;;;;;;;;;;;;;;;;;;3 in 29.20 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 implements, 1.33 m;28.15 s;(Eliminated);35.86 s;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11 reps;;;;;;;;;;;;;;;;;;;;;4 in 33.72 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 implements, 10.55 m;29.09 s;(Qualified);41.19 s;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7 reps;;;;;;;;;;;;;;;;;;;;;4 in 39.77 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 39.81 s;43.67 s;5 stones;37.00 s;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0 reps;;;;;;;;;;;;;;;;;;;;;4 in 52.25 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 implements, 11 m;48.03 s;5 stones;37.53 s;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10 reps;;;;;;;;;;;;;;;;;;;;;4 in 38.18 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 implements, 2.71 m;23.25 s;(Eliminated);44.12 s;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(Withdrew);;;;;;;;;;;;;;;;;;;;;(Withdrew);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 in 17.99 s;(Withdrew);(Eliminated);(Withdrew);;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8 reps;;;;;;;;;;;;;;;;;;;;;;;;3 in 48.42 s;;;;;;;;;;3 in 26.48 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 implements, 7.44 m;25.07 s;(Qualified);;;;;
2021;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9 reps;;;;;;;;;;;;;;;;;;;;;;;;3 in 27.74 s;;;;;;;;;;3 in 27.21 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 40.91 s;10.97 s;2 stones;;;;;
