year;competition_name;competitor;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;Húsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Webster Stones;Stones of Strength;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Crucifix Hold;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Leg Press;Medley #1;Chest Press;Medley #2;Flag Hoist;McGlashen Stones;Car Flip;Tug of War;Plane Pull;Vertical Lift;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Log Ladder;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Chain Railway Carriage;Axle Death-Lift
2005;WSM Final - group;J. Dymek;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;s;;;;;;m;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;D. Filiou;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;reps;;;;;;m;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;J. Thigpen;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;reps;reps;;;;;;m;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;R. Vidzis;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;reps;reps;;;;;;m;;;;;;s;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;M. Gosling;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;;;;;m;;;;;;s;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;R. Ber;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;;;;s;reps;;;;;;;;;;;;;;;;;;;;;;s;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;E. Nigmatullin;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;;;;reps;reps;;;;;;;;;;;;;;;;;;;;;;s;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;B. Haraldsson;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;;;;reps;reps;;;;;;;;;;;;;;;;;;;;;;s;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;M. Philippi;;;;;;;;;;;;;;;;;;;;;;;;;;reps;s;;;;;;;;reps;reps;;;;;;;;;;;;;;;;;;;;;;s;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;S. Bathaiee;;;;;;;;;;;;;;;;;;;;;;;;;;reps;m;;;;;;;;reps;reps;;;;;;;;;;;;;;;;;;;;;;m;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;M. Pudzianowski;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;;;;s;;;s;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;D. Pope;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;;;;reps;;;m;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;M. Starov;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;;;;reps;;;m;;;;;;s;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;S. Bourgeois;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;;;;reps;;;m;;;;;;s;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;B. Irwin;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;reps;;;;reps;;;m;;;;;;s;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;J. Virtanen;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;s;;;;;;;;;;;;s;;;;;;;;;;;;;;s;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;D. Ostlund;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;reps;;;;;;;;;;;;s;;;;;;;;;;;;;;s;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;J. Paulin;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;reps;;;;;;;;;;;;s;;;;;;;;;;;;;;s;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;K. Nee;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;reps;;;;;;;;;;;;s;;;;;;;;;;;;;;s;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;S. Toczek;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;reps;;;;;;;;;;;;s;;;;;;;;;;;;;;s;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;J. Marunde;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;s;;;;reps;;m;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;T. Mitt;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;reps;;;;reps;;m;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;;reps;s;;;;;reps;;;;reps;;m;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;C. Waitoa;;;;;;;;;;;;;;;;;;;;;;;;;;reps;s;;;;;reps;;;;reps;;m;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;G. Yanli;;;;;;;;;;;;;;;;;;;;;;;;;;reps;m;;;;;reps;;;;reps;;m;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;M. Pudzianowski;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;reps;;reps;;;;s;;;;reps;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;D. Pope;;;;;;;;;;;;;;;;;;;;;;;;m;;;;;;;;reps;;reps;;;;s;;;;reps;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;A. Haugen;;;;;;;;;;;;;;;;;;;;;;;;m;;;;;;;;reps;;reps;;;;s;;;;reps;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;R. Gharaei;;;;;;;;;;;;;;;;;;;;;;;;m;;;;;;;;reps;;reps;;;;s;;;;reps;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;J. Paulin;;;;;;;;;;;;;;;;;;;;;;;;m;;;;;;;;reps;;reps;;;;s;;;;reps;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;reps;;;;;;;;reps;;;;;;;;;;;;;;;;s;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;R. Vidzis;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;reps;;;;;;;;reps;;;;;;;;;;;;;;;;s;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;J. Marunde;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;reps;;;;;;;;reps;;;;;;;;;;;;;;;;s;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;D. Ostlund;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;reps;;;;;;;;reps;;;;;;;;;;;;;;;;m;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;G. Yanli;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;reps;;;;;;;;reps;;;;;;;;;;;;;;;;m;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;P. Pfister;;;;;;;;;;;;;;;;;;;;;;;;m;s;;;;;;;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;s;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;;;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;m;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;J. Virtanen;;;;;;;;;;;;;;;;;;;;;;;;s;m;;;;;;;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;s;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;E. Nigmatullin;;;;;;;;;;;;;;;;;;;;;;;;m;s;;;;;;;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;s;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;D. Sadler;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;;;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;s;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;T. Mitt;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;reps;;;;;;;;reps;;;s;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;J. Dymek;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;reps;;;;;;;;reps;;;reps;;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;B. Haraldsson;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;reps;;;;;;;;reps;;;reps;;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;D. Filiou;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;reps;;;;;;;;reps;;;reps;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;K. Nee;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;reps;;;;;;;;reps;;;reps;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;S. Wenta;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;reps;;;;;;s;;;;reps;;;reps;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;S. Toczek;;;;;;;;;;;;;;;;;;;;;;;;m;;;;;;;;reps;;;;;;s;;;;reps;;;reps;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;J. Thigpen;;;;;;;;;;;;;;;;;;;;;;;;m;;;;;;;;reps;;;;;;s;;;;reps;;;reps;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;O. Haugen;;;;;;;;;;;;;;;;;;;;;;;;m;;;;;;;;reps;;;;;;s;;;;reps;;;reps;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;M. Samuelsson;;;;;;;;;;;;;;;;;;;;;;;;m;;;;;;;;;;;;;;s;;;;reps;;;reps;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;T. Mitt;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;reps;;;;;;s;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;P. Pfister;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;reps;;;;;;s;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;E. Nigmatullin;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;reps;;;;;;s;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;D. Filiou;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;reps;;;;;;s;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;D. Sadler;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;;;;;s;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;D. Pope;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;reps;s;;;s;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;S. Wenta;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;reps;reps;;;s;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;S. Todorchev;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;reps;reps;;;s;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;M. Westaby;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;reps;reps;;;s;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;K. Gillingham;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;reps;reps;;;s;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;s;;;;;;s;;;;;;s;;;;;;;;;;;;;;;;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;K. Nee;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;s;;;;;;s;;;;;;s;;;;;;;;;;;;;;;;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;J. Dymek;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;s;;;;;;s;;;;;;s;;;;;;;;;;;;;;;;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;F. Trimpl;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;s;;;;;;s;;;;;;s;;;;;;;;;;;;;;;;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;D. Boyer;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;;;;;m;;;;;;s;;;;;;;;;;;;;;;;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;M. Pudzianowski;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;;;reps;s;;;s;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;D. Ostlund;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;;;reps;s;;;s;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;J. Marku;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;;;reps;s;;;s;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;J. Virtanen;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;reps;;;reps;s;;;s;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;B. Haraldsson;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;reps;;;reps;reps;;;s;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;s;;reps;;;;s;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;M. Samuelsson;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;s;;reps;;;;s;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;R. Vidzis;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;s;;reps;;;;s;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;J. Bergmann;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;s;;reps;;;;s;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final - group;R. Skog;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;reps;;reps;;;;s;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;D. Poundstone;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;s;;;;reps;;;;;;s;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;J. Bergmann;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;s;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;S. Pétursson;;;;;;;;;;;;;;;;;;;;;;;;;;reps;s;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;J. Dymek;;;;;;;;;;;;;;;;;;;;;;;;;;reps;m;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;I. Werner;;;;;;;;;;;;;;;;;;;;;;;;;;reps;m;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;P. Pfister;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;s;s;;;;reps;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;S. Wenta;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;;;s;reps;;;;reps;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;J. Årsjö;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;;;reps;reps;;;;reps;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;R. Skog;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;;;reps;reps;;;;reps;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;O. Thompson;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;;;reps;reps;;;;reps;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;T. Ide;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;;;reps;reps;;;;reps;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;T. Mitt;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;reps;;s;;;;;reps;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;reps;;s;;;;;reps;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;K. Nee;;;;;;;;;;;;;;;;;;;;;;;;;;s;m;;;;;reps;;reps;;;;;reps;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final - group;E. Nigmatullin;;;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;reps;;reps;;;;;reps;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
