year;competition_name;competitor;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;Húsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Webster Stones;Stones of Strength;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Crucifix Hold;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Leg Press;Medley #1;Chest Press;Medley #2;Flag Hoist;McGlashen Stones;Car Flip;Tug of War;Plane Pull;Vertical Lift;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Log Ladder;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Chain Railway Carriage;Axle Death-Lift
2013;ForÃ§a Bruta;B. Shaw;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;ForÃ§a Bruta;H. BjÃ¶rnsson;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;ForÃ§a Bruta;K. Radzikowski;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;ForÃ§a Bruta;M. Burke;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;ForÃ§a Bruta;M. Felix;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;ForÃ§a Bruta;J. Pritchett;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Força Bruta;B. Shaw;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Força Bruta;H. Björnsson;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Força Bruta;K. Radzikowski;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Força Bruta;M. Burke;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Força Bruta;M. Felix;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Força Bruta;J. Pritchett;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;ForÃ§a Bruta;Å½. Savickas;;;;;;;;;;;;;;;;;;;;kg;;;;;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;ForÃ§a Bruta;B. Shaw;;;;;;;;;;;;;;;;;;;;kg;;;;;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;ForÃ§a Bruta;H. BjÃ¶rnsson;;;;;;;;;;;;;;;;;;;;kg;;;;;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;ForÃ§a Bruta;L. NÃ¤mi;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;ForÃ§a Bruta;E. Katona;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;ForÃ§a Bruta;M. Burke;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;ForÃ§a Bruta;M. Ferrari;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;ForÃ§a Bruta;K. Radzikowski;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;ForÃ§a Bruta;D. Zageris;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Força Bruta;Ž. Savickas;;;;;;;;;;;;;;;;;;;;kg;;;;;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Força Bruta;B. Shaw;;;;;;;;;;;;;;;;;;;;kg;;;;;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Força Bruta;H. Björnsson;;;;;;;;;;;;;;;;;;;;kg;;;;;;s;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Força Bruta;L. Nämi;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Força Bruta;E. Katona;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Força Bruta;M. Burke;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Força Bruta;M. Ferrari;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Força Bruta;K. Radzikowski;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Força Bruta;D. Zageris;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;ForÃ§a Bruta;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;ForÃ§a Bruta;M. Wildauer;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;ForÃ§a Bruta;K. Radzikowski;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;ForÃ§a Bruta;D. Savatinov;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Força Bruta;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Força Bruta;M. Wildauer;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Força Bruta;K. Radzikowski;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Força Bruta;D. Savatinov;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;ForÃ§a Bruta;M. Kieliszkowski;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;implements;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;ForÃ§a Bruta;J. Hansson;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;implements;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;ForÃ§a Bruta;K. Radzikowski;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;implements;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;ForÃ§a Bruta;M. Ferrari;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;implements;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Força Bruta;M. Kieliszkowski;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;implements;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Força Bruta;J. Hansson;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;implements;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Força Bruta;K. Radzikowski;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;implements;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Força Bruta;M. Ferrari;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;implements;;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;ForÃ§a Bruta;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;ForÃ§a Bruta;J. Hansson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;ForÃ§a Bruta;E. Small;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;ForÃ§a Bruta;M. Ferrari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Força Bruta;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Força Bruta;J. Hansson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Força Bruta;E. Small;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Força Bruta;M. Ferrari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;ForÃ§a Bruta;M. Shivlyakov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;s;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;ForÃ§a Bruta;M. Kieliszkowski;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;stairs;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;ForÃ§a Bruta;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;s;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;ForÃ§a Bruta;J. Pritchett;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;stairs;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Força Bruta;M. Shivlyakov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;s;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Força Bruta;M. Kieliszkowski;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;stairs;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Força Bruta;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;s;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Força Bruta;J. Pritchett;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;stairs;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;ForÃ§a Bruta;M. Shivlyakov;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;s;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;ForÃ§a Bruta;R. Heinla;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;ForÃ§a Bruta;C. Quiroga;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;ForÃ§a Bruta;T. Aparecido;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Força Bruta;M. Shivlyakov;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;s;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Força Bruta;R. Heinla;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Força Bruta;C. Quiroga;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Força Bruta;T. Aparecido;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;ForÃ§a Bruta;J. Caron;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;ForÃ§a Bruta;R. Heinla;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;ForÃ§a Bruta;R. Kearney;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;ForÃ§a Bruta;D. Skosyrskii;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Força Bruta;J. Caron;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Força Bruta;R. Heinla;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;reps;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Força Bruta;R. Kearney;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Força Bruta;D. Skosyrskii;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023;Força Bruta;E. Mendoza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;reps;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023;Força Bruta;C. Quiroga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;;reps;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023;Força Bruta;M. Martínez;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;reps;;s;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023;Força Bruta;F. Nunes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;reps;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;D. Poundstone;;;;;;;;;;;;;;;;;;;;;;;;;;s;;;s;;reps;reps;;;;;;;;;;;;;;;;;;kg;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;T. Ortmayer;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;s;;reps;reps;;;;;;;;;;;;;;;;;;kg;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;s;;reps;reps;;;;;;;;;;;;;;;;;;kg;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;L. Jean;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;m;;reps;reps;;;;;;;;;;;;;;;;;;kg;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;J. Årsjö;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;m;;reps;reps;;;;;;;;;;;;;;;;;;kg;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;M. Koklyaev;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;m;;reps;reps;;;;;;;;;;;;;;;;;;kg;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;s;;reps;reps;;;;;;;;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;m;;reps;reps;;;;;;;;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;S. Wenta;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;m;;;;;;;;;;;;;;;;;;;;;kg;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;Giants Live Mohegan Sun;B. Haraldsson;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;m;;;;;;;;;;;;;;;;;;;;;kg;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
