year;competition_name;competitor;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;Húsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Webster Stones;Stones of Strength;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Crucifix Hold;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Leg Press;Medley #1;Chest Press;Medley #2;Flag Hoist;McGlashen Stones;Car Flip;Tug of War;Plane Pull;Vertical Lift;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Log Ladder;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Chain Railway Carriage;Axle Death-Lift
2017;Giants Live North American Open;C. Garrison;;;;;;;;;4.0;;;;;;;;;;;;;;;;;8.0;;;;;;3.5;;;;;;;;;;;;;;;;;;;;3.0;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live North American Open;C. Gough;;;;;;;;;2.0;;;;;;;;;;;;;;;;;4.0;;;;;;7.5;;;;;;;;;;;;;;;;;;;;2.0;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live North American Open;T. Hollands;;;;;;;;;6.0;;;;;;;;;;;;;;;;;0.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live Scandinavian Open;J. Årsjö;;;;;;;;;;;;;;;;;;;;;;;;11.0;;0.0;;;;;;9.5;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;11.0;;;;;;;;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live Scandinavian Open;J. Hansson;;;;;;;;;;;;;;;;;;;;;;;;7.0;;10.0;;;;;;4.5;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;;;;;;;;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live Scandinavian Open;Ž. Savickas;;;;;;;;;;;;;;;;;;;;;;;;10.0;;12.0;;;;;;8.0;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live Scandinavian Open;M. Forsmark;;;;;;;;;;;;;;;;;;;;;;;;8.0;;11.0;;;;;;11.0;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;;;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live Scandinavian Open;A. Ståhlberg;;;;;;;;;;;;;;;;;;;;;;;;2.0;;8.0;;;;;;6.5;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;10.0;;;;;;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live Scandinavian Open;A. Bishop;;;;;;;;;;;;;;;;;;;;;;;;9.0;;9.0;;;;;;12.0;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live Scandinavian Open;R. Kearney;;;;;;;;;;;;;;;;;;;;;;;;12.0;;7.0;;;;;;9.5;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live Scandinavian Open;M. Leicht;;;;;;;;;;;;;;;;;;;;;;;;4.0;;5.0;;;;;;6.5;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live Scandinavian Open;A. Mourujärvi;;;;;;;;;;;;;;;;;;;;;;;;1.0;;6.0;;;;;;4.5;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live Scandinavian Open;J. Rude;;;;;;;;;;;;;;;;;;;;;;;;5.0;;3.0;;;;;;0.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live Scandinavian Open;J. Granli;;;;;;;;;;;;;;;;;;;;;;;;3.0;;4.0;;;;;;0.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live Scandinavian Open;J. Pollock;;;;;;;;;;;;;;;;;;;;;;;;6.0;;0.0;;;;;;0.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live World Tour Finals;Ž. Savickas;;;;;;;;;4.0;;;;;;;;;;;;;;;;;10.0;;;4.0;;10.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live World Tour Finals;K. Janashia;;;;;;;;;6.0;;;;;;;;;;;;;;;;;7.0;;;7.0;;6.0;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live World Tour Finals;J. Caron;;;;;;;;;3.0;;;;;;;;;;;;;;;;;8.0;;;6.0;;8.5;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live World Tour Finals;C. Sanou;;;;;;;;;9.0;;;;;;;;;;;;;;;;;6.0;;;10.0;;6.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live World Tour Finals;M. Shivlyakov;;;;;;;;;5.0;;;;;;;;;;;;;;;;;4.0;;;8.0;;4.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live World Tour Finals;R. Oberst;;;;;;;;;7.0;;;;;;;;;;;;;;;;;9.0;;;3.0;;8.5;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live World Tour Finals;L. Shahlaei;;;;;;;;;8.0;;;;;;;;;;;;;;;;;3.0;;;9.0;;6.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live World Tour Finals;N. Best;;;;;;;;;10.0;;;;;;;;;;;;;;;;;5.0;;;5.0;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live World Tour Finals;T. Hollands;;;;;;;;;2.0;;;;;;;;;;;;;;;;;2.0;;;2.0;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Giants Live World Tour Finals;E. Hall;;;;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;;0.0;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live North American Open;L. Shahlaei;;11.0;;;;;8.0;;12.0;;;;;;;;;;;;;;;;;12.0;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live North American Open;T. Mitchell;;6.5;;;;;10.5;;9.0;;;;;;;;;;;;;;;;;11.0;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live North American Open;K. Faires;;6.5;;;;;4.5;;8.0;;;;;;;;;;;;;;;;;9.0;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live North American Open;B. Benzel;;6.5;;;;;10.5;;5.0;;;;;;;;;;;;;;;;;10.0;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live North American Open;M. Felix;;11.0;;;;;0.0;;7.0;;;;;;;;;;;;;;;;;8.0;;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live North American Open;S. Remick;;6.5;;;;;4.5;;10.0;;;;;;;;;;;;;;;;;7.0;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live North American Open;R. Kearney;;11.0;;;;;10.5;;11.0;;;;;;;;;;;;;;;;;0.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live North American Open;E. Singleton;;6.5;;;;;6.5;;6.0;;;;;;;;;;;;;;;;;5.0;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live North American Open;N. English;;6.5;;;;;6.5;;1.0;;;;;;;;;;;;;;;;;6.0;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live North American Open;J. Reynolds;;2.0;;;;;10.5;;4.0;;;;;;;;;;;;;;;;;4.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live North American Open;N. Bielawski;;2.0;;;;;0.0;;3.0;;;;;;;;;;;;;;;;;3.0;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live North American Open;K. Nowicki;;2.0;;;;;0.0;;2.0;;;;;;;;;;;;;;;;;0.0;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live World Tour Finals;M. Kieliszkowski;;;;;;;;;;;;;;;;;;;;;;;;11.0;;11.0;;;;;;3.5;;;;;;;;;;;;;;;;;;8.5;;;;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live World Tour Finals;M. Licis;;;;;;;;;;;;;;;;;;;;;;;;5.0;;10.0;;;;;;11.0;;;;;;;;;;;;;;;;;;8.5;;;;;;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live World Tour Finals;A. Bishop;;;;;;;;;;;;;;;;;;;;;;;;8.0;;6.0;;;;;;8.0;;;;;;;;;;;;;;;;;;4.5;;;;;;;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live World Tour Finals;M. Belšak;;;;;;;;;;;;;;;;;;;;;;;;10.0;;8.0;;;;;;3.5;;;;;;;;;;;;;;;;;;8.5;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live World Tour Finals;V. Lalas;;;;;;;;;;;;;;;;;;;;;;;;7.0;;5.0;;;;;;8.0;;;;;;;;;;;;;;;;;;4.5;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live World Tour Finals;M. Shivlyakov;;;;;;;;;;;;;;;;;;;;;;;;6.0;;4.0;;;;;;10.0;;;;;;;;;;;;;;;;;;4.5;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live World Tour Finals;T. Stoltman;;;;;;;;;;;;;;;;;;;;;;;;4.0;;9.0;;;;;;5.5;;;;;;;;;;;;;;;;;;2.0;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live World Tour Finals;C. Sanou;;;;;;;;;;;;;;;;;;;;;;;;9.0;;3.0;;;;;;1.5;;;;;;;;;;;;;;;;;;11.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live World Tour Finals;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;3.0;;7.0;;;;;;5.5;;;;;;;;;;;;;;;;;;0.0;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live World Tour Finals;K. Janashia;;;;;;;;;;;;;;;;;;;;;;;;2.0;;0.0;;;;;;8.0;;;;;;;;;;;;;;;;;;4.5;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Giants Live World Tour Finals;Ž. Savickas;;;;;;;;;;;;;;;;;;;;;;;;0.0;;0.0;;;;;;1.5;;;;;;;;;;;;;;;;;;8.5;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live North American Open;E. Singleton;;;;;;;;;12.0;;;;;;;;;;;;;;;;9.0;5.0;;;;;;8.0;;;;;;;;;;;;;;;;;;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live North American Open;K. Faires;;;;;;;;;8.0;;;;;;;;;;;;;;;;11.0;7.0;;;;;;10.0;;;;;;;;;;;;;;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live North American Open;M. Felix;;;;;;;;;7.0;;;;;;;;;;;;;;;;12.0;10.0;;;;;;12.0;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live North American Open;B. Thompson;;;;;;;;;11.0;;;;;;;;;;;;;;;;8.0;3.0;;;;;;8.0;;;;;;;;;;;;;;;;;;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live North American Open;R. Kearney;;;;;;;;;9.0;;;;;;;;;;;;;;;;6.0;6.0;;;;;;8.0;;;;;;;;;;;;;;;;;;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live North American Open;W. Claborn;;;;;;;;;4.0;;;;;;;;;;;;;;;;5.0;12.0;;;;;;6.0;;;;;;;;;;;;;;;;;;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live North American Open;E. Williams;;;;;;;;;10.0;;;;;;;;;;;;;;;;10.0;8.0;;;;;;4.0;;;;;;;;;;;;;;;;;;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live North American Open;M. Boudreault;;;;;;;;;5.0;;;;;;;;;;;;;;;;7.0;11.0;;;;;;5.0;;;;;;;;;;;;;;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live North American Open;T. Mitchell;;;;;;;;;6.0;;;;;;;;;;;;;;;;2.0;9.0;;;;;;11.0;;;;;;;;;;;;;;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live North American Open;T. Côté;;;;;;;;;3.0;;;;;;;;;;;;;;;;4.0;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live North American Open;A. Clayton;;;;;;;;;1.0;;;;;;;;;;;;;;;;0.0;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live North American Open;B. Benzel;;;;;;;;;2.0;;;;;;;;;;;;;;;;3.0;4.0;;;;;;0.0;;;;;;;;;;;;;;;;;;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live Wembley;M. Kieliszkowski;;2.5;;;;;;;;;;;;;;;;;;;;;;;10.0;8.0;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live Wembley;J. Pritchett;;9.5;;;;;;;;;;;;;;;;;;;;;;;8.0;4.0;;;;;;;;;;;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live Wembley;M. Licis;;5.0;;;;;;;;;;;;;;;;;;;;;;;4.0;10.0;;;;;;;;;;;;;;;;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live Wembley;L. Stoltman;;0.0;;;;;;;;;;;;;;;;;;;;;;;7.0;7.0;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live Wembley;R. Kearney;;7.5;;;;;;;;;;;;;;;;;;;;;;;2.0;5.0;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live Wembley;M. Shivlyakov;;5.0;;;;;;;;;;;;;;;;;;;;;;;9.0;3.0;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live Wembley;A. Bishop;;7.5;;;;;;;;;;;;;;;;;;;;;;;3.0;6.0;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live Wembley;M. Felix;;5.0;;;;;;;;;;;;;;;;;;;;;;;6.0;2.0;;;;;;;;;;;;;;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live Wembley;T. Stoltman;;2.5;;;;;;;;;;;;;;;;;;;;;;;5.0;9.0;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live Wembley;R. Heinla;;9.5;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live World Tour Finals;M. Kieliszkowski;;;;;;;13.0;;;;;;;;;;;;;;;;;13.0;;12.0;;;;;;4.5;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live World Tour Finals;B. Brunning;;;;;;;7.5;;;;;;;;;;;;;;;;;8.0;;10.0;;;;;;8.5;;;;;;;;;;;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live World Tour Finals;O. Novikov;;;;;;;12.0;;;;;;;;;;;;;;;;;7.0;;8.0;;;;;;12.0;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live World Tour Finals;M. Felix;;;;;;;2.0;;;;;;;;;;;;;;;;;5.0;;11.0;;;;;;12.0;;;;;;;;;;;;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live World Tour Finals;E. Singleton;;;;;;;10.5;;;;;;;;;;;;;;;;;11.0;;5.0;;;;;;4.5;;;;;;;;;;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live World Tour Finals;C. Sanou;;;;;;;10.5;;;;;;;;;;;;;;;;;12.0;;3.0;;;;;;4.5;;;;;;;;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live World Tour Finals;A. Bishop;;;;;;;5.0;;;;;;;;;;;;;;;;;9.0;;9.0;;;;;;12.0;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live World Tour Finals;T. Stoltman;;;;;;;5.0;;;;;;;;;;;;;;;;;3.0;;13.0;;;;;;10.0;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live World Tour Finals;R. Oberst;;;;;;;5.0;;;;;;;;;;;;;;;;;10.0;;4.0;;;;;;0.0;;;;;;;;;;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live World Tour Finals;L. Stoltman;;;;;;;9.0;;;;;;;;;;;;;;;;;6.0;;6.0;;;;;;4.5;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live World Tour Finals;K. Faires;;;;;;;2.0;;;;;;;;;;;;;;;;;2.0;;7.0;;;;;;7.0;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live World Tour Finals;M. Shivlyakov;;;;;;;7.5;;;;;;;;;;;;;;;;;1.0;;0.0;;;;;;8.5;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Giants Live World Tour Finals;T. Hollands;;;;;;;2.0;;;;;;;;;;;;;;;;;4.0;;2.0;;;;;;2.0;;;;;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Arnold UK;E. Singleton;;;;;;;9.0;;;;;;;;;;;;;;;;;;;8.0;;;9.0;;;7.0;;;;;;;;;;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Arnold UK;O. Novikov;;;;;;;10.0;;;;;;;;;;;;;;;;;;;6.0;;;10.0;;;10.0;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
