year;competition_name;competitor;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;Húsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Webster Stones;Stones of Strength;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Crucifix Hold;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Leg Press;Medley #1;Chest Press;Medley #2;Flag Hoist;McGlashen Stones;Car Flip;Tug of War;Plane Pull;Vertical Lift;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Log Ladder;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Chain Railway Carriage;Axle Death-Lift
2015;Europe's Strongest Man;M. Felix;;5.0;;;;;;;;;;;;;;;;;;;;;;9.0;;9.0;;;;;4.0;;;;;;;4.0;;;;;;;;;;;;;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Europe's Strongest Man;D. Zageris;;5.0;;;;;;;;;;;;;;;;;;;;;;7.0;;6.0;;;;;6.0;;;;;;;8.0;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Europe's Strongest Man;M. BelÅ¡ak;;5.0;;;;;;;;;;;;;;;;;;;;;;5.0;;7.0;;;;;6.0;;;;;;;6.0;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Europe's Strongest Man;D. Savatinov;;2.0;;;;;;;;;;;;;;;;;;;;;;6.0;;3.0;;;;;9.0;;;;;;;2.0;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Europe's Strongest Man;T. Hollands;;5.0;;;;;;;;;;;;;;;;;;;;;;3.0;;5.0;;;;;3.0;;;;;;;3.0;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Europe's Strongest Man;L. Stoltman;;0.0;;;;;;;;;;;;;;;;;;;;;;4.0;;4.0;;;;;8.0;;;;;;;5.0;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Europe's Strongest Man;E. Hall;;10.0;;;;;;;;;;;;;;;;;;;;;;0.0;;0.0;;;;;0.0;;;;;;;9.0;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Europe's Strongest Man;R. Heinla;;8.0;;;;;;;;;;;;;;;;;;;;;;0.0;;0.0;;;;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Europe's Strongest Man;L. Shahlaei;;7.5;;;;;;;;;;;;;;;;;;;;;;10.0;;8.0;;;10.0;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Europe's Strongest Man;H. BjÃ¶rnsson;;10.0;;;;;;;;;;;;;;;;;;;;;;3.0;;10.0;;;7.0;;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Europe's Strongest Man;J. Ã…rsjÃ¶;;4.0;;;;;;;;;;;;;;;;;;;;;;8.0;;9.0;;;9.0;;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Europe's Strongest Man;M. Kieliszkowski;;0.0;;;;;;;;;;;;;;;;;;;;;;9.0;;7.0;;;5.0;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Europe's Strongest Man;T. Hollands;;7.5;;;;;;;;;;;;;;;;;;;;;;7.0;;3.0;;;6.0;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Europe's Strongest Man;D. Savatinov;;4.0;;;;;;;;;;;;;;;;;;;;;;5.0;;6.0;;;4.0;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Europe's Strongest Man;M. Felix;;7.5;;;;;;;;;;;;;;;;;;;;;;6.0;;4.0;;;3.0;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Europe's Strongest Man;A. Bishop;;4.0;;;;;;;;;;;;;;;;;;;;;;4.0;;5.0;;;1.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Europe's Strongest Man;M. Lalas;;7.5;;;;;;;;;;;;;;;;;;;;;;0.0;;0.0;;;8.0;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Europe's Strongest Man;S. PÃ©tursson;;0.0;;;;;;;;;;;;;;;;;;;;;;0.0;;0.0;;;2.0;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Europe's Strongest Man;H. BjÃ¶rnsson;;;;;;;;;;;;;;;;;;;;;;;;10.0;;11.0;;;;;;10.0;;;;;;;;;;;;;;;;;;10.0;;;;11.0;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Europe's Strongest Man;E. Hall;;;;;;;;;;;;;;;;;;;;;;;;11.0;;10.0;;;;;;11.0;;;;;;;;;;;;;;;;;;11.0;;;;9.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Europe's Strongest Man;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;9.0;;8.0;;;;;;7.0;;;;;;;;;;;;;;;;;;4.0;;;;10.0;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Europe's Strongest Man;K. Janashia;;;;;;;;;;;;;;;;;;;;;;;;7.0;;6.0;;;;;;8.0;;;;;;;;;;;;;;;;;;7.5;;;;7.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Europe's Strongest Man;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;8.0;;9.0;;;;;;9.0;;;;;;;;;;;;;;;;;;4.0;;;;3.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Europe's Strongest Man;M. BelÅ¡ak;;;;;;;;;;;;;;;;;;;;;;;;6.0;;5.0;;;;;;4.5;;;;;;;;;;;;;;;;;;9.0;;;;8.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Europe's Strongest Man;L. Stoltman;;;;;;;;;;;;;;;;;;;;;;;;5.0;;7.0;;;;;;3.0;;;;;;;;;;;;;;;;;;4.0;;;;5.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Europe's Strongest Man;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;;;0.0;;0.0;;;;;;0.0;;;;;;;;;;;;;;;;;;7.5;;;;6.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Europe's Strongest Man;R. Gordzielik;;;;;;;;;;;;;;;;;;;;;;;;4.0;;4.0;;;;;;4.5;;;;;;;;;;;;;;;;;;4.0;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Europe's Strongest Man;D. Zageris;;;;;;;;;;;;;;;;;;;;;;;;0.0;;0.0;;;;;;6.0;;;;;;;;;;;;;;;;;;0.0;;;;4.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Europe's Strongest Man;A. Bishop;;;;;;;;;;;;;;;;;;;;;;;;0.0;;0.0;;;;;;0.0;;;;;;;;;;;;;;;;;;4.0;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Europe's Strongest Man;H. BjÃ¶rnsson;;;;;;;;;;;;;;;;;;;;10.0;;;;9.0;6.0;9.0;;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Europe's Strongest Man;K. Janashia;;;;;;;;;;;;;;;;;;;;7.5;;;;5.0;7.0;8.0;;;;;;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Europe's Strongest Man;M. Kieliszkowski;;;;;;;;;;;;;;;;;;;;3.5;;;;10.0;10.0;10.0;;;;;;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Europe's Strongest Man;Å½. Savickas;;;;;;;;;;;;;;;;;;;;7.5;;;;7.0;8.0;6.0;;;;;;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Europe's Strongest Man;G. Hicks;;;;;;;;;;;;;;;;;;;;7.5;;;;8.0;2.0;3.0;;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Europe's Strongest Man;T. Hollands;;;;;;;;;;;;;;;;;;;;0.0;;;;6.0;9.0;7.0;;;;;;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Europe's Strongest Man;M. BelÅ¡ak;;;;;;;;;;;;;;;;;;;;5.0;;;;3.0;3.0;5.0;;;;;;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Europe's Strongest Man;M. Felix;;;;;;;;;;;;;;;;;;;;0.0;;;;4.0;5.0;4.0;;;;;;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Europe's Strongest Man;K. Radzikowski;;;;;;;;;;;;;;;;;;;;7.5;;;;0.0;4.0;0.0;;;;;;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Europe's Strongest Man;V. Lalas;;;;;;;;;;;;;;;;;;;;3.5;;;;0.0;1.0;0.0;;;;;;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Europe's Strongest Man;H. BjÃ¶rnsson;;;;;;;;;;;;;;;;;;;;7.5;;;;;;3.0;;;;;;9.0;;;;;;;;;;;;8.0;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Europe's Strongest Man;M. Kieliszkowski;;;;;;;;;;;;;;;;;;;;9.0;;;;;;8.0;;;;;;3.0;;;;;;;;;;;;2.0;;;;;;;;;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Europe's Strongest Man;K. Janashia;;;;;;;;;;;;;;;;;;;;7.5;;;;;;7.0;;;;;;8.0;;;;;;;;;;;;3.0;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Europe's Strongest Man;T. Stoltman;;;;;;;;;;;;;;;;;;;;5.0;;;;;;9.0;;;;;;4.0;;;;;;;;;;;;1.0;;;;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Europe's Strongest Man;M. Shivlyakov;;;;;;;;;;;;;;;;;;;;5.0;;;;;;4.0;;;;;;6.5;;;;;;;;;;;;5.0;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Europe's Strongest Man;L. Stoltman;;;;;;;;;;;;;;;;;;;;5.0;;;;;;6.0;;;;;;1.5;;;;;;;;;;;;4.0;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Europe's Strongest Man;M. Felix;;;;;;;;;;;;;;;;;;;;0.0;;;;;;5.0;;;;;;5.0;;;;;;;;;;;;9.0;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Europe's Strongest Man;A. Bishop;;;;;;;;;;;;;;;;;;;;0.0;;;;;;2.0;;;;;;6.5;;;;;;;;;;;;6.0;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Europe's Strongest Man;L. Shahlaei;;;;;;;;;;;;;;;;;;;;3.0;;;;;;0.0;;;;;;1.5;;;;;;;;;;;;7.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Europe's Strongest Man;L. Richardson;;;;;;;;;;;;;;;;;;;;5.5;;;;;;9.0;;;;;;8.0;;7.0;;;;;;;;10.0;;10.0;2.5;;;;;;;;12.0;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Europe's Strongest Man;A. Bishop;;;;;;;;;;;;;;;;;;;;5.5;;;;;;2.0;;;;;;8.0;;9.0;;;;;;;;12.0;;6.0;4.5;;;;;;;;8.0;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Europe's Strongest Man;E. Toots;;;;;;;;;;;;;;;;;;;;5.5;;;;;;5.0;;;;;;3.0;;8.0;;;;;;;;11.0;;3.0;8.5;;;;;;;;7.0;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Europe's Strongest Man;G. Hicks;;;;;;;;;;;;;;;;;;;;12.0;;;;;;8.0;;;;;;8.0;;5.0;;;;;;;;4.0;;1.0;2.5;;;;;;;;11.0;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Europe's Strongest Man;A. Page;;;;;;;;;;;;;;;;;;;;9.5;;;;;;7.0;;;;;;5.0;;4.0;;;;;;;;6.0;;7.0;8.5;;;;;;;;5.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Europe's Strongest Man;M. Felix;;;;;;;;;;;;;;;;;;;;0.0;;;;;;6.0;;;;;;6.0;;1.0;;;;;;;;7.0;;12.0;0.0;;;;;;;;9.0;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Europe's Strongest Man;P. O'Dwyer;;;;;;;;;;;;;;;;;;;;9.5;;;;;;4.0;;;;;;3.0;;3.0;;;;;;;;8.0;;4.0;6.5;;;;;;;;4.0;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Europe's Strongest Man;G. Bilton;;;;;;;;;;;;;;;;;;;;5.5;;;;;;3.0;;;;;;3.0;;6.0;;;;;;;;5.0;;9.0;4.5;;;;;;;;6.0;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Europe's Strongest Man;J. Osborn;;;;;;;;;;;;;;;;;;;;9.5;;;;;;1.0;;;;;;0.0;;2.0;;;;;;;;3.0;;5.0;6.5;;;;;;;;10.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Europe's Strongest Man;P. Benton;;;;;;;;;;;;;;;;;;;;3.0;;;;;;0.0;;;;;;0.0;;0.0;;;;;;;;9.0;;8.0;0.0;;;;;;;;3.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Europe's Strongest Man;T. Hollands;;;;;;;;;;;;;;;;;;;;0.0;;;;;;0.0;;;;;;0.0;;0.0;;;;;;;;2.0;;11.0;0.0;;;;;;;;2.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Europe's Strongest Man;A. Lungu;;;;;;;;;;;;;;;;;;;;9.5;;;;;;0.0;;;;;;0.0;;0.0;;;;;;;;1.0;;2.0;0.0;;;;;;;;1.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Europe's Strongest Man;L. Stoltman;;;;;;;;;;;;;;;;;;;;9.5;;;;9.0;;9.0;;;;;;4.0;;;;;;;;;;;;;;;;;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Europe's Strongest Man;O. Novikov;;;;;;;;;;;;;;;;;;;;8.0;;;;10.0;;10.0;;;;;;7.0;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Europe's Strongest Man;G. Hicks;;;;;;;;;;;;;;;;;;;;9.5;;;;3.0;;6.0;;;;;;9.0;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Europe's Strongest Man;R. Heinla;;;;;;;;;;;;;;;;;;;;0.0;;;;5.0;;8.0;;;;;;10.0;;;;;;;;;;;;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Europe's Strongest Man;M. Lalas;;;;;;;;;;;;;;;;;;;;0.0;;;;7.0;;4.0;;;;;;7.0;;;;;;;;;;;;;;;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Europe's Strongest Man;P. O'Dwyer;;;;;;;;;;;;;;;;;;;;0.0;;;;8.0;;7.0;;;;;;7.0;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Europe's Strongest Man;E. Toots;;;;;;;;;;;;;;;;;;;;0.0;;;;4.0;;5.0;;;;;;3.0;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Europe's Strongest Man;G. Bilton;;;;;;;;;;;;;;;;;;;;0.0;;;;2.0;;0.0;;;;;;5.0;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Europe's Strongest Man;J. Hansson;;;;;;;;;;;;;;;;;;;;0.0;;;;6.0;;3.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Europe's Strongest Man;A. Bishop;;;;;;;;;;;;;;;;;;;;0.0;;;;0.0;;0.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Europe's Strongest Man;O. Novikov;;;;;;;;;;;;;;;;;;;;10.0;;;;;;12.0;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;10.0;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Europe's Strongest Man;L. Stoltman;;;;;;;;;;;;;;;;;;;;12.0;;;;;;11.0;;;;;;;;;;;9.0;;;;;;;;;;;;;;;;;;;;8.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Europe's Strongest Man;K. Janashia;;;;;;;;;;;;;;;;;;;;6.5;;;;;;10.0;;;;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;;12.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Europe's Strongest Man;P. Kordiyaka;;;;;;;;;;;;;;;;;;;;10.0;;;;;;6.0;;;;;;;;;;;11.0;;;;;;;;;;;;;;;;;;;;1.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Europe's Strongest Man;S. Flowers;;;;;;;;;;;;;;;;;;;;6.5;;;;;;3.0;;;;;;;;;;;10.0;;;;;;;;;;;;;;;;;;;;7.0;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Europe's Strongest Man;A. Å maukstelis;;;;;;;;;;;;;;;;;;;;0.0;;;;;;9.0;;;;;;;;;;;12.0;;;;;;;;;;;;;;;;;;;;5.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Europe's Strongest Man;E. IngÃ³lfsson Melsted;;;;;;;;;;;;;;;;;;;;10.0;;;;;;8.0;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;4.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Europe's Strongest Man;M. Lalas;;;;;;;;;;;;;;;;;;;;6.5;;;;;;2.0;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;9.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Europe's Strongest Man;K. de Ruiter;;;;;;;;;;;;;;;;;;;;0.0;;;;;;5.0;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;2.0;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Europe's Strongest Man;P. O'Dwyer;;;;;;;;;;;;;;;;;;;;0.0;;;;;;4.0;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;6.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Europe's Strongest Man;G. Bilton;;;;;;;;;;;;;;;;;;;;6.5;;;;;;7.0;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;Europe's Strongest Man;R. Heinla;;;;;;;;;;;;;;;;;;;;0.0;;;;;;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;11.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;ForÃ§a Bruta;B. Shaw;;;;;;;3.0;;6.0;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;ForÃ§a Bruta;H. BjÃ¶rnsson;;;;;;;6.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
