Event,Info
Medley,"75 second time limit / 335 kg chain drag, 2x 105 kg keg load "
 Truck Pull,20000 kg / 25 meters / 75 second time limit 
 Squat Lift,"75 second time limit / 7 lifts, 280 to 370 kg "
 Car Walk,431 kg / 25 meters / 75 second time limit 
 Keg Toss,"8 implements / 75 second time limit / 17 to 24 kg, 5.00 metres "
 Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg
