Event,Info
Carry & Drag,"35 meters / 75 second time limit / 120 kg farmer's walk (15 m), 300 kg chain drag (15 m) "
 Fingal's Fingers,5 implements / 75 second time limit / 200 to 300 kg 
 Truck Pull,16000 kg / 30 meters / 75 second time limit 
 Conan's Wheel,300 kg 
 Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg
