Event,Info
Loading Race,"4 implements / 75 second time limit / 2 kegs: 120 kg, 2 sacks: 125 kg "
 Deadlift,360 kg / 60 second time limit / Car deadlift 
 Axle Press,162 kg / 60 second time limit 
 Fingal's Fingers,5 implements / 75 second time limit / 200 to 320 kg 
 Keg Toss,"8 implements / 75 second time limit / 18 to 25 kg, 4.80 metres "
 Atlas Stones,5 implements / 75 second time limit / 130 to 186 kg
