Event,Info
Loading Race,"4 implements / 75 second time limit / 2 kegs: 120 kg, 2 sacks: 125 kg "
 Truck Pull,8000 kg / 30 meters / 75 second time limit 
 Dumbbell Press,95 kg / 75 second time limit 
 Deadlift,354 kg / 75 second time limit / Car deadlift 
 Keg Toss,"8 implements / 75 second time limit / 18 to 25 kg, 4.75 metres "
 Atlas Stones,5 implements / 75 second time limit / 125 to 186 kg
