Event,Info
Medley,"40 meters / 75 second time limit / 125 kg farmer's walk, 7x 450 kg tire flip (20 metres each) "
 Squat Lift,345 kg / 75 second time limit 
 Africa Stone,175 kg 
 Block Press,4 implements / 75 second time limit / 110 to 150 kg 
 Deadlift Hold,370 kg 
 Loading Race,4 implements / 75 second time limit / 4x 110 kg kegs
