Event,Info
Carry & Drag,"75 second time limit / Cannonball + keg load into cart, 335 kg drag for 20 metres "
 Truck Pull,20000 kg / 25 meters / 75 second time limit 
 Deadlift,"75 second time limit / 7 lifts, 270 to 363 kg "
 Fingal's Fingers,5 implements / 75 second time limit / 200 to 320 kg 
 Keg Toss,"8 implements / 75 second time limit / 17 to 24 kg, 5.00 metres "
 Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg
