Event,Info
Load & Carry,"3 implements / 12 meters / 75 second time limit / 2x 150 kg sacks, 150 kg farmer's walk "
 Kettlebell Throw,"8 implements / 60 second time limit / 21 to 30 kg, 4.75 metres "
 Squat Lift,"7 lifts, 270 to 360 kg "
 Bus Pull,13000 kg / 30 meters / 60 second time limit 
 Log Lift,160 kg / 60 second time limit 
 Atlas Stones,5 implements / 60 second time limit / 150 to 200 kg
