Event,Info
0,Carry & Flip,"35 meters / 75 second time limit / 225 kg duck walk (15 m), 400 kg tire flip (15 m) "
1, Squat Lift,"75 second time limit / 7 lifts, 245 to 345 kg "
2, Train Pull,16000 kg / 16 meters / 75 second time limit 
3, Giant Farmer's Walk,155 kg / 25 meters / 75 second time limit 
4, Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg 
5, Tire Flip,400 kg / 25 meters / 75 second time limit
