Event,Info
Loading Race,"4 implements / 75 second time limit / 2 kegs: 115 kg, 2 kegs: 120 kg "
 Car Walk,450 kg / 25 meters / 75 second time limit 
 Truck Pull,12000 kg / 20 meters / 75 second time limit 
 Deadlift,360 kg / 75 second time limit / Car deadlift 
 Dumbbell Press,4 implements / 90 second time limit / 100 to 115 kg 
 Atlas Stones,5 implements / 75 second time limit / 120 to 180 kg
