Event,Info
0,Carry & Flip,"35 meters / 75 second time limit / 120 kg farmer's walk (15 m), 400 kg tire flip (15 m) "
1, Fingal's Fingers,5 implements / 75 second time limit / 200 to 300 kg 
2, Truck Pull,16000 kg / 30 meters / 75 second time limit 
3, Conan's Wheel,300 kg 
4, Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg
