Event,Info
0,Carry & Flip,"35 meters / 75 second time limit / 120 kg farmer's walk (15 m), 400 kg tire flip (15 m) "
1, Weight Throw,"25 kg / For max height, 2 attempts to clear each height "
2, Fingal's Fingers,5 implements / 75 second time limit / 200 to 300 kg 
3, Car Pull,1500 kg / 25 meters / 60 second time limit 
4, Viking Press,121 kg / No resting allowed 
5, Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg
