Event,Info
Carry & Drag,"40 meters / 75 second time limit / 100 kg anchor carry (20 m), 200 kg chain drag (20 m) "
 Viking Press,130 kg / 75 second time limit / Resting allowed 
 Squat Lift,"75 second time limit / 7 lifts, 260 to 360 kg "
 Truck Pull,7250 kg / 25 meters / 75 second time limit 
 Fingal's Fingers,5 implements / 75 second time limit / 200 to 300 kg 
 Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg
