Event,Info
Carry & Drag,"40 meters / 75 second time limit / 100 kg cannonball carry (20 m), 220 kg sled drag (20 m) "
 Deadlift,300 kg / 75 second time limit / Car deadlift 
 Fingal's Fingers,5 implements / 75 second time limit / 200 to 300 kg 
 Car Walk,408 kg / 25 meters / 75 second time limit 
 Farmer's Walk,120 kg / 35 meters / 75 second time limit 
 Loading Race,3 implements / 90 second time limit / 3x 100 kg barrels
