Event,Info
Loading Race,3 implements / 14 meters / 75 second time limit / 3x 130 kg oil drums 
 Hercules Hold,180 kg 
 Fingal's Fingers,5 implements / 60 second time limit / 145 to 175 kg 
 Squat Lift,325 kg / 60 second time limit 
 Dumbbell Press,100 kg / 75 second time limit 
 Atlas Stones,5 implements / 60 second time limit / 138 to 200 kg
