Event,Info
Medley,"40 meters / 75 second time limit / 100 kg anchor carry (10 m), 300 kg chain drag (10 m), 225 kg duck walk (20 m) "
 Deadlift,"75 second time limit / 7 lifts, 210 to 340 kg "
 Hercules Hold,160 kg 
 Fingal's Fingers,5 implements / 75 second time limit / 200 to 300 kg 
 Log Lift,130 kg / 75 second time limit 
 Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg
