Event,Info
Loading Race,5 implements / 75 second time limit 
 Deadlift Machine,"75 second time limit / 7 lifts, 290 to 385 kg (final weight to be lifted for max reps) "
 Conan's Wheel,200 kg 
 Log Ladder,5 implements / 75 second time limit 
 Kettlebell Toss,7 implements / 60 second time limit / Height: 4.57 metres / 20 to 31 kg
