Event,Info
Carry & Drag,"75 second time limit / Cannonball + keg load into cart, 335 kg drag for 20 metres "
 Truck Pull,20000 kg / 25 meters / 75 second time limit 
 Squat Lift,"75 second time limit / 7 lifts, 280 to 370 kg "
 Car Walk,431 kg / 25 meters / 75 second time limit 
 Dumbbell Press,95 kg / 75 second time limit 
 Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg
