Event,Info
Loading Race,5 implements / 75 second time limit 
 Deadlift Ladder,"75 second time limit / 5 bars, 300 to 380 kg "
 Car Walk,430 kg / 20 meters / 60 second time limit 
 Log Lift,145 kg / 75 second time limit 
 Wrecking Ball Hold,228 kg
