Event,Info
Loading Race,"4 implements / 60 second time limit / 2 kegs: 120 kg, 2 sacks: 125 kg "
 Fingal's Fingers,5 implements / 60 second time limit / 200 to 320 kg 
 Deadlift,"60 second time limit / 7 lifts, 280 to 370 kg "
 Car Walk,455 kg / 25 meters / 60 second time limit 
 Viking Press,160 kg / 60 second time limit / No resting allowed 
 Atlas Stones,5 implements / 60 second time limit / 130 to 186 kg
