Event,Info
Loading Race,"4 implements / 60 second time limit / 2 kegs: 120 kg, 2 sacks: 125 kg "
 Truck Pull,12000 kg / 30 meters / 60 second time limit 
 Squat Lift,"60 second time limit / 7 lifts, 280 to 370 kg "
 Super Yoke,455 kg / 25 meters / 60 second time limit 
 Log Lift,150 kg / 60 second time limit 
 Atlas Stones,5 implements / 60 second time limit / 130 to 186 kg
