Event,Info
Medley,"32 meters / 75 second time limit / 225 kg duck walk (10 m), 100 kg barrel (10 m), 111 kg barrel (12 m) "
 Fingal's Fingers,5 implements / 75 second time limit / 200 to 300 kg 
 Log Lift,125 kg / 75 second time limit 
 Deadlift,"75 second time limit / 7 lifts, 265 to 340 kg "
 Keg Toss,"10 implements / 90 second time limit / 10x 22.5 kg kegs, 4.00 metres "
 Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg
