Event,Info
Loading Race,"3 implements / 60 second time limit / 1 sack: 125 kg, 2 barrels: 111 kg each "
 Deadlift,370 kg / 60 second time limit / Car deadlift 
 Circus Barbell,161 kg / 60 second time limit 
 Kettlebell Toss,"7 implements / 60 second time limit / 23 to 30 kg, 4.70 metres "
 Basque Circle,279 kg 
 Atlas Stones,5 implements / 60 second time limit / 150 to 210 kg
