Event,Info
Loading Race,4 implements / 75 second time limit / 4x 125 kg anvils 
 Arm Over Arm Pull,7000 kg / 20 meters / 75 second time limit 
 Viking Press,155 kg / 75 second time limit / No resting allowed 
 Squat Lift,318 kg / 75 second time limit 
 Keg Toss,"8 implements / 75 second time limit / 18 to 25 kg, 4.75 metres "
 Atlas Stones,5 implements / 75 second time limit / 125 to 186 kg
