Event,Info
Super Yoke,355 kg / 25 meters 
 Africa Stone,175 kg 
 Basque Circle,350 kg 
 Fingal's Fingers,5 implements / 200 to 300 kg 
 Atlas Stones,5 implements / 95 to 160 kg
