Event,Info
Load & Drag,"3 implements / 10 meters / 75 second time limit / 2x 110 kg sacks, 310 kg cart "
 Squat Lift,320 kg / 60 second time limit 
 Fingal's Fingers,5 implements / 60 second time limit / 145 to 170 kg 
 Axle Press,162 kg / 75 second time limit 
 Elephant Carry,200 kg 
 Last Man Standing,160 kg / 15 second time limit
