Event,Info
Carry & Flip,"35 meters / 75 second time limit / 120 kg farmer's walk (15 m), 400 kg tire flip (15 m) "
 Weight Throw,"25 kg / For max height, 2 attempts to clear each height "
 Fingal's Fingers,5 implements / 75 second time limit / 200 to 300 kg 
 Car Pull,1500 kg / 25 meters / 60 second time limit 
 Viking Press,121 kg / No resting allowed 
 Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg
