Event,Info
Loading Race,4 implements / 75 second time limit / 4x 125 kg anvils 
 Truck Pull,8000 kg / 30 meters / 75 second time limit 
 Viking Press,155 kg / 75 second time limit / No resting allowed 
 Super Yoke,455 kg / 25 meters / 75 second time limit 
 Deadlift,354 kg / 75 second time limit / Car deadlift 
 Atlas Stones,5 implements / 75 second time limit / 125 to 186 kg
