Event,Info
Loading Race,3 implements / 14 meters / 75 second time limit / 3x 130 kg oil drums 
 Fingal's Fingers,5 implements / 60 second time limit / 145 to 175 kg 
 Keg Toss,"15 kg / For max height, 3 attempts to clear each height "
 Deadlift,363 kg / 60 second time limit / Car deadlift 
 Dumbbell Press,100 kg / 60 second time limit 
 Atlas Stones,5 implements / 60 second time limit / 138 to 200 kg
