Event,Info
Super Yoke,450 kg / 30 meters / 60 second time limit 
 Viking Press,150 kg / 60 second time limit / No resting allowed 
 Squat Lift,325 kg / 60 second time limit 
 Fingal's Fingers,5 implements / 75 second time limit / 200 to 320 kg 
 Keg Toss,"8 implements / 75 second time limit / 18 to 25 kg, 4.80 metres "
 Atlas Stones,5 implements / 75 second time limit / 130 to 186 kg
