Event,Info
Loading Race,"4 implements / 12 meters / 75 second time limit / 2 kegs: 105 kg, 2 sacks: 125 kg "
 Fingal's Fingers,5 implements / 75 second time limit / 200 to 320 kg 
 Truck Pull,22500 kg / 20 meters / 75 second time limit 
 Squat Lift,"75 second time limit / 7 lifts, 265 to 363 kg "
 Axle Press,136 kg / 75 second time limit 
 Atlas Stones,5 implements / 75 second time limit / 100 to 180 kg
