Event,Info
Carry & Flip,"35 meters / 75 second time limit / 225 kg duck walk (15 m), 400 kg tire flip (15 m) "
 Squat Lift,"75 second time limit / 7 lifts, 245 to 345 kg "
 Train Pull,16000 kg / 16 meters / 75 second time limit 
 Giant Farmer's Walk,155 kg / 25 meters / 75 second time limit 
 Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg 
 Tire Flip,400 kg / 25 meters / 75 second time limit
