Event,Info
Tire Flip,400 kg / 25 second time limit 
 Africa Stone,175 kg 
 Power Stairs,200 kg / 24 stairs 
 Basque Circle,350 kg 
 Axle Press,120 kg / 75 second time limit 
 Atlas Stones,5 implements / 95 to 160 kg
