Event,Info
Medley,"32 meters / 75 second time limit / 120 kg farmer's walk (10 m), 100 kg barrel (10 m), 111 kg barrel (12 m) "
 Hercules Hold,160 kg 
 Squat Lift,"75 second time limit / 7 lifts, 260 to 360 kg "
 Safe Lift,115 kg / 75 second time limit 
 Keg Toss,"10 implements / 90 second time limit / 10x 22.5 kg kegs, 4.00 metres "
 Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg
