Event,Info
Carry & Drag,"40 meters / 75 second time limit / 100 kg cannonball carry (20 m), 220 kg sled drag (20 m) "
 Keg Toss,"10 implements / 90 second time limit / 10x 27 kg kegs, 4.40 metres "
 Deadlift,300 kg / 75 second time limit / Car deadlift 
 Farmer's Walk,120 kg / 35 meters / 75 second time limit 
 Rock Press,4 implements / 90 second time limit / 103 to 133 kg 
 Loading Race,3 implements / 90 second time limit / 3x 100 kg barrels
