Event,Info
Loading Race,4 implements / 75 second time limit / 4x 125 kg sacks 
 Keg Toss,"8 implements / 75 second time limit / 18 to 25 kg, 4.00 metres "
 Squat Lift,325 kg / 75 second time limit 
 Truck Pull,12000 kg / 20 meters / 75 second time limit 
 Dumbbell Press,4 implements / 90 second time limit / 100 to 115 kg 
 Atlas Stones,5 implements / 75 second time limit / 120 to 180 kg
