Event,Info
Carry & Flip,"35 meters / 75 second time limit / 225 kg duck walk (15 m), 400 kg tire flip (15 m) "
 Train Pull,16000 kg / 16 meters / 75 second time limit 
 Giant Farmer's Walk,155 kg / 25 meters / 75 second time limit 
 Deadlift,295 kg / 75 second time limit / Car deadlift 
 Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg 
 Tire Flip,400 kg / 25 meters / 75 second time limit
