Event,Info
Loading Race,4 implements / 75 second time limit / 4x 125 kg sacks 
 Keg Toss,"8 implements / 75 second time limit / 18 to 25 kg, 4.00 metres "
 Car Walk,450 kg / 25 meters / 75 second time limit 
 Deadlift,360 kg / 75 second time limit / Car deadlift 
 Block Press,4 implements / 90 second time limit / 110 to 150 kg 
 Atlas Stones,5 implements / 75 second time limit / 120 to 180 kg
