Event,Info
Load & Carry,"3 implements / 12 meters / 75 second time limit / 2x 150 kg sacks, 150 kg farmer's walk "
 Circle of Strength,300 kg 
 Squat Lift,"7 lifts, 270 to 360 kg "
 Arm Over Arm Pull,6850 kg / 25 meters / 60 second time limit 
 Log Lift,160 kg / 60 second time limit 
 Atlas Stones,5 implements / 60 second time limit / 150 to 200 kg
