Event,Info
Fingal's Fingers,5 implements / 75 second time limit / 200 to 320 kg 
 Farmer's Walk,160 kg / 50 meters / 75 second time limit 
 Plane Pull,40000 kg / 25 meters / 75 second time limit 
 Arm Over Arm Pull,300 kg / 20 meters / 75 second time limit 
 Deadlift,75 second time limit / Car deadlift 
 Atlas Stones,5 implements / 75 second time limit / 100 to 180 kg
