Event,Info
Deadlift,310 kg / 75 second time limit / Car deadlift 
 Power Stairs,230 kg / 90 second time limit / 23 stairs 
 Rock Press,4 implements / 90 second time limit / 103 to 133 kg 
 Fingal's Fingers,5 implements / 75 second time limit / 200 to 300 kg 
 Bus Pull,20 meters / 75 second time limit 
 Car Walk,420 kg / 30 meters / 75 second time limit 
 Atlas Stones,5 implements / 75 second time limit / 100 to 160 kg
