Event,Info
Frame Carry,375 kg / 30 meters / 75 second time limit 
 Super Yoke,450 kg / 25 meters / 75 second time limit 
 Truck Pull,10000 kg / 30 meters / 75 second time limit 
 Log Lift,155 kg / 75 second time limit 
 Atlas Stones,5 implements / 75 second time limit / 120 to 180 kg
