Event,Info
Timber Carry,392 kg / 11 meters / No straps 
 Apollon's Wheels,166 kg / 120 second time limit / Cleans-Continentals-Presses 
 Super Yoke,507 kg / 11 meters 
 Max Deadlift,Hummer tires 
 Dumbbell Press,90 kg / 90 second time limit
