Event,Info
Max Deadlift,Elephant bar 
 Timber Carry,400 kg / 11 meters / 30 second time limit / No straps 
 Webster Stones,145 + 188 kg / One drop allowed 
 Apollon's Wheels,182 kg / 120 second time limit 
 Stones of Strength,150 second time limit / 136 kg stone press / 166 kg stone over bar / 186 kg stone to shoulder for reps
