Event,Info
Trial by Stone,"5 implements / 180 second time limit / 125 kg rock press (1 pt), 136 kg rock press (2 pts), 166 kg stone load (1 pt), 181 kg stone load (2 pts), 186 kg H̼safell Stone carry (1 pt) for 15 m (3 pts) for a total of 10 points "
 Bag Over Bar,Height: 4.57 metres 
 Max Deadlift,Elephant bar 
 Timber Carry,400 kg / 11 meters / 30 second time limit / No straps 
 Cyr Dumbbell,10 dumbbells ranging from 124 to 150 kg
