Event,Info
Max Log Lift,3 attempts 
 Dumbbell Press,125 kg / 90 second time limit 
 Max Squat,3 attempts 
 Stone to Shoulder,186 kg 
 Timber Carry,400 kg / 10 meters / 30 second time limit / No straps
