Event,Info
Apollon's Wheels,Cleans only 
 Dumbbell Press,116 kg / 90 second time limit 
 Austrian Oak,From the rack 
 Max Deadlift,Hummer tires 
 Timber Carry,400 kg / 11 meters / No straps
