Year;Comp name;#;Competitor;Country;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;HÃºsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Crucifix Hold;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Leg Press;Flag Hoist;McGlashen Stones;Car Flip;Tug of War;Plane Pull;Vertical Lift;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Log Ladder;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Kettlebell Throw;Chain Railway Carriage;Axle Death-Lift
2003;WSM Final - group;1;R. Bergmanis;LAT;;;;;;;;;;;;;;;;;;;;;;;28.50 s;4 in 20.36 s;;;;;;13 reps;;;;;;;;;;;37.19 s;;;;;;;;;;;;;;;;;;;4 in 49.06 s;;;;;;;;;;;;;;;;;;;;;30.53 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;2;J. Dymek;POL;;;;;;;;;;;;;;;;;;;;;;;33.31 s;4 in 22.62 s;;;;;;11 reps;;;;;;;;;;;29.38 s;;;;;;;;;;;;;;;;;;;3 in 34.90 s;;;;;;;;;;;;;;;;;;;;;26.15 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;3;P. Pfister;USA;;;;;;;;;;;;;;;;;;;;;;;32.59 s;5 in 28.70 s;;;;;;3 reps;;;;;;;;;;;34.85 s;;;;;;;;;;;;;;;;;;;3 in 43.05 s;;;;;;;;;;;;;;;;;;;;;33.06 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;4;C. Broomfield;ENG;;;;;;;;;;;;;;;;;;;;;;;39.15 s;4 in 33.82 s;;;;;;3 reps;;;;;;;;;;;35.46 s;;;;;;;;;;;;;;;;;;;1 in 4.82 s;;;;;;;;;;;;;;;;;;;;;29.46 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;5;J. Hams;NED;;;;;;;;;;;;;;;;;;;;;;;49.4 m;4 in 27.17 s;;;;;;7 reps;;;;;;;;;;;45.19 s;;;;;;;;;;;;;;;;;;;2 in 12.28 s;;;;;;;;;;;;;;;;;;;;;44.56 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;6;J. Ljungberg;SWE;;;;;;;;;;;;;;;;;;;;;;;4.3 m;1 in 32.25 s;;;;;;11 reps;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;33.69 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;1;H. Girard;CAN;;;;;;;;;;;;;;;;;;;;;;;29.16 s;4 in 17.78 s;;;;;;;;;7 in 35.71 s;;;;;;;;31.00 s;;;;;;;;;;;;;;;;;;;4 in 31.50 s;;;;;;;;;;;;;;;;;;;;;34.68 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;2;V. Virastyuk;UKR;;;;;;;;;;;;;;;;;;;;;;;26.59 s;4 in 25.50 s;;;;;;;;;6 in 31.50 s;;;;;;;;38.06 s;;;;;;;;;;;;;;;;;;;4 in 49.72 s;;;;;;;;;;;;;;;;;;;;;25.44 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;3;S. Kirit;USA;;;;;;;;;;;;;;;;;;;;;;;47.88 s;4 in 31.40 s;;;;;;;;;5 in 25.31 s;;;;;;;;30.91 s;;;;;;;;;;;;;;;;;;;3 in 24.56 s;;;;;;;;;;;;;;;;;;;;;44.18 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;4;V. Blekaitis;LTU;;;;;;;;;;;;;;;;;;;;;;;35.97 s;0 in 75.00 s;;;;;;;;;7 in 37.68 s;;;;;;;;39.11 s;;;;;;;;;;;;;;;;;;;3 in 27.87 s;;;;;;;;;;;;;;;;;;;;;27.43 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;5;J. Williams;ISL;;;;;;;;;;;;;;;;;;;;;;;63.25 s;4 in 24.12 s;;;;;;;;;4 in 24.82 s;;;;;;;;27.96 s;;;;;;;;;;;;;;;;;;;2 in 18.74 s;;;;;;;;;;;;;;;;;;;;;74.78 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;6;G. Ross;NIR;;;;;;;;;;;;;;;;;;;;;;;59 m;4 in 27.56 s;;;;;;;;;7 in 33.56 s;;;;;;;;40.18 s;;;;;;;;;;;;;;;;;;;3 in 27.71 s;;;;;;;;;;;;;;;;;;;;;14 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;1;S. Karlsen;NOR;;;;;;;;;;;;;;;;;;;;;;;;4 in 22.08 s;;;;;;9 reps;;;;;;;;;;;31.68 s;;;;;;;;;;;;;;;;;;;;;;;;37.32 s;;;;;;;;;;;;;;;;25.87 s;;;;;;;;;;;;;16.09 s;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;2;J. Paulin;CAN;;;;;;;;;;;;;;;;;;;;;;;;5 in 30.91 s;;;;;;8 reps;;;;;;;;;;;30.66 s;;;;;;;;;;;;;;;;;;;;;;;;44.29 s;;;;;;;;;;;;;;;;54.06 s;;;;;;;;;;;;;17.12 s;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;3;M. Philippi;USA;;;;;;;;;;;;;;;;;;;;;;;;2 in 45.83 s;;;;;;12 reps;;;;;;;;;;;32.68 s;;;;;;;;;;;;;;;;;;;;;;;;20.2 m;;;;;;;;;;;;;;;;28.87 s;;;;;;;;;;;;;17.79 s;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;4;R. Gosling;ENG;;;;;;;;;;;;;;;;;;;;;;;;3 in 21.66 s;;;;;;6 reps;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;52.21 s;;;;;;;;;;;;;;;;34.18 s;;;;;;;;;;;;;15.28 s;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;5;F. MÃ¼llner;AUT;;;;;;;;;;;;;;;;;;;;;;;;4 in 28.76 s;;;;;;1 rep;;;;;;;;;;;35.75 s;;;;;;;;;;;;;;;;;;;;;;;;63.56 s;;;;;;;;;;;;;;;;30.06 s;;;;;;;;;;;;;7.56 m;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;6;M. Horn;RSA;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;Withdrew;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;15.5 m;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;
2004;WSM Final - group;1;M. Pudzianowski;POL;;;;;;;;;21.99 s (vs Girard);;;;;;;;;;;;;;29.98 s (vs Murumets);5 in 31.59 s (vs Minkwitz);34.34 s (vs Felix);;;;;6 in 38.83 s (vs Savickas);;;4 in 19.94 s (vs Karlsen);;;;;;;;;;;3.0 laps (vs Rollinson);;;;;;;;;;;;28.40 s (vs Bergmanis);;5 in 57.79 s (vs Samuelsson);;;;;;;;;;9 reps (vs Lotta);;;;;;;;;;;;;;;;;;;;;;;;;;;1 bout (vs Virastyuk);;;;;;;;;;;;;;;;;
2004;WSM Final - group;1;V. Virastyuk;UKR;;;;;;;;;16.80 s (vs Minkwitz);;;;;;;;;;;;;;15.52 s (vs Savickas);5 in 33.87 s (vs Bergmanis);33.67 s (vs Turner);;;;;3 in 17.08 s (vs Felix);;;6 in 32.10 s (vs Rollinson);;;;;;;;;;;2.0 laps (vs Samuelsson);;;;;;;;;;;;24.25 s (vs Lotta);;5 in 36.56 s (vs Karlsen);;;;;;;;;;10 reps (vs Murumets);;;;;;;;;;;;;;;;;;;;;;;;;;;2 bouts (vs Pudzianowski);;;;;;;;;;;;;;;;;
2004;WSM Final - group;3;Å½. Savickas;LTU;;;;;;;;;17.56 s (vs Karlsen);;;;;;;;;;;;;;37.49 s (vs Virastyuk);5 in 44.38 s (vs Girard);34.07 s (vs Samuelsson);;;;;5 in 28.77 s (vs Pudzianowski);;;7 in 34.31 s (vs Minkwitz);;;;;;;;;;;2.0 laps (vs Bergmanis);;;;;;;;;;;;29.94 s (vs Murumets);;5 in 39.95 s (vs Lotta);;;;;;;;;;8 reps (vs Felix);;;;;;;;;;;;;;;;;;;;;;;;;;;3 bouts (vs Rollinson);;;;;;;;;;;;;;;;;
2004;WSM Final - group;4;R. Bergmanis;LAT;;;;;;;;;32.61 s (vs Felix);;;;;;;;;;;;;;38.03 s (vs Rollinson);5 in 43.02 s (vs Virastyuk);31.19 s (vs Karlsen);;;;;5 in 38.56 s (vs Girard);;;4 in 25.51 s (vs Samuelsson);;;;;;;;;;;2.5 laps (vs Savickas);;;;;;;;;;;;30.29 s (vs Pudzianowski);;4 in 48.93 s (vs Murumets);;;;;;;;;;3 reps (vs Minkwitz);;;;;;;;;;;;;;;;;;;;;;;;;;;1.5 bouts (vs Lotta);;;;;;;;;;;;;;;;;
2004;WSM Final - group;5;M. Samuelsson;SWE;;;;;;;;;28.1 m (vs Kirit);;;;;;;;;;;;;;38.34 s (vs Minkwitz);5 in 31.38 s (vs Lotta);32.21 s (vs Savickas);;;;;3 in 27.77 s (vs Karlsen);;;3 in 16.38 s (vs Bergmanis);;;;;;;;;;;2.0 laps (vs Virastyuk);;;;;;;;;;;;31.25 s (vs Felix);;5 in 46.25 s (vs Pudzianowski);;;;;;;;;;8 reps (vs Rollinson);;;;;;;;;;;;;;;;;;;;;;;;;;;1.5 bouts (vs Turner);;;;;;;;;;;;;;;;;
2004;WSM Final - group;6;S. Karlsen;NOR;;;;;;;;;17.25 s (vs Savickas);;;;;;;;;;;;;;23.89 s (vs Felix);5 in 40.38 s (vs Rollinson);35.79 s (vs Bergmanis);;;;;4 in 21.93 s (vs Samuelsson);;;2 in 7.56 s (vs Pudzianowski);;;;;;;;;;;2.0 laps (vs Lotta);;;;;;;;;;;;30.19 s (vs Minkwitz);;5 in 41.88 s (vs Virastyuk);;;;;;;;;;9 reps (vs Girard);;;;;;;;;;;;;;;;;;;;;;;;;;;2 bouts (vs Murumets);;;;;;;;;;;;;;;;;
2004;WSM Final - group;7;T. Lotta;FIN;;;;;;;;;27.27 s (vs Rollinson);;;;;;;;;;;;;;28.9 m (vs Turner);5 in 56.19 s (vs Samuelsson);29.33 s (vs Minkwitz);;;;;3 in 21.74 s (vs Kirit);;;5 in 30.22 s (vs Felix);;;;;;;;;;;2.5 laps (vs Karlsen);;;;;;;;;;;;27.12 s (vs Virastyuk);;4 in 53.05 s (vs Savickas);;;;;;;;;;9 reps (vs Pudzianowski);;;;;;;;;;;;;;;;;;;;;;;;;;;2.5 bouts (vs Bergmanis);;;;;;;;;;;;;;;;;
2004;WSM Final - group;8;A. Murumets;EST;;;;;;;;;;;;;;;;;;;;;;;18.34 s (vs Pudzianowski);;34.50 s (vs Rollinson);;;;;;;;3 in 16.46 s (vs Turner);;;;;;;;;;;2.0 laps (vs Minkwitz);;;;;;;;;;;;28.86 s (vs Savickas);;3 in 38.02 s (vs Bergmanis);;;;;;;;;;8 reps (vs Virastyuk);;;;;;;;;;;;;;;;;;;;;;;;;;;1 bout (vs Karlsen);;;;;;;;;;;;;;;;;
2004;WSM Final - group;9;B. Turner;GBR;;;;;;;;;;;;;;;;;;;;;;;30 m (vs Lotta);;41.17 s (vs Virastyuk);;;;;;;;2 in 13.69 s (vs Murumets);;;;;;;;;;;;;;;;;;;;;;;50.17 s (vs Rollinson);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 bouts (vs Samuelsson);;;;;;;;;;;;;;;;;
2004;WSM Final - group;10;M. Felix;GRN;;;;;;;;;27.7 m (vs Bergmanis);;;;;;;;;;;;;;39.17 s (vs Karlsen);5 in 37.84 s (vs Kirit);47.24 s (vs Pudzianowski);;;;;6 in 36.39 s (vs Virastyuk);;;2 in 9.12 s (vs Lotta);;;;;;;;;;;1.0 laps (vs Girard);;;;;;;;;;;;34.32 s (vs Samuelsson);;3 in 28.96 s (vs Rollinson);;;;;;;;;;3 reps (vs Savickas);;;;;;;;;;;;;;;;;;;;;;;;;;;1 bout (vs Minkwitz);;;;;;;;;;;;;;;;;
2004;WSM Final - group;11;A. Rollinson;ENG;;;;;;;;;28.5 m (vs Lotta);;;;;;;;;;;;;;27.5 m (vs Bergmanis);5 in 37.69 s (vs Karlsen);34.49 s (vs Murumets);;;;;3 in 19.61 s (vs Minkwitz);;;4 in 24.81 s (vs Virastyuk);;;;;;;;;;;1.5 laps (vs Pudzianowski);;;;;;;;;;;;33.5 m (vs Turner);;4 in 49.73 s (vs Felix);;;;;;;;;;6 reps (vs Samuelsson);;;;;;;;;;;;;;;;;;;;;;;;;;;0 bouts (vs Savickas);;;;;;;;;;;;;;;;;
2004;WSM Final - group;12;R. Minkwitz;DEN;;;;;;;;;27.5 m (vs Virastyuk);;;;;;;;;;;;;;27 m (vs Samuelsson);4 in 29.48 s (vs Pudzianowski);29.87 s (vs Lotta);;;;;5 in 56.55 s (vs Rollinson);;;2 in 8.47 s (vs Savickas);;;;;;;;;;;1.0 laps (vs Murumets);;;;;;;;;;;;31.83 s (vs Karlsen);;3 in 30.30 s (vs Girard);;;;;;;;;;2 reps (vs Bergmanis);;;;;;;;;;;;;;;;;;;;;;;;;;;2 bouts (vs Felix);;;;;;;;;;;;;;;;;
2004;WSM Final - group;13;H. Girard;CAN;;;;;;;;;39.23 s (vs Pudzianowski);;;;;;;;;;;;;;;5 in 43.77 s (vs Savickas);;;;;;3 in 17.20 s (vs Bergmanis);;;;;;;;;;;;;;0 laps (vs Felix);;;;;;;;;;;;;;5 in 51.99 s (vs Minkwitz);;;;;;;;;;7 reps (vs Karlsen);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;WSM Final - group;14;S. Kirit;USA;;;;;;;;;24.8 m (vs Samuelsson);;;;;;;;;;;;;;;4 in 32.61 s (vs Felix);;;;;;3 in 16.80 s (vs Lotta);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;1;J. Dymek;POL;;;;;;;;;;;;;;;;;;;;;;;;4 in 19.88 s;;;;;10 reps;7 in 43.50 s;;;;;;28.1 m;;;;;;37.69 s;;;;;;;;;;;;;;;;5 in 39.50 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;2;D. Filiou;CAN;;;;;;;;;;;;;;;;;;;;;;;;5 in 31.37 s;;;;;10 reps;5 in 35.35 s;;;;;;26.8 m;;;;;;33.03 s;;;;;;;;;;;;;;;;5 in 39.17 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;3;J. Thigpen;USA;;;;;;;;;;;;;;;;;;;;;;;;5 in 34.28 s;;;;;9 reps;5 in 31.59 s;;;;;;28.7 m;;;;;;27.75 s;;;;;;;;;;;;;;;;5 in 63.08 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;4;R. Vidzis;LAT;;;;;;;;;;;;;;;;;;;;;;;;4 in 24.70 s;;;;;7 reps;5 in 25.51 s;;;;;;31.9 m;;;;;;31.59 s;;;;;;;;;;;;;;;;4 in 42.33 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;5;M. Gosling;ENG;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;Withdrew;4 in 23.56 s;;;;;;22.4 m;;;;;;43.42 s;;;;;;;;;;;;;;;;3 in 20.24 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;1;R. Ber;AUT;;;;;;;;;;;;;;;;;;;;;;;;4 in 51.63 s;40.46 s;;;;;;;;6 in 33.73 s;15 reps;;;;;;;;;;;;;;;;;;;;;;29.39 s;;4 in 42.13 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;2;E. Nigmatullin;RUS;;;;;;;;;;;;;;;;;;;;;;;;5 in 34.66 s;37.13 s;;;;;;;;2 in 11.01 s;12 reps;;;;;;;;;;;;;;;;;;;;;;30.93 s;;5 in 46.59 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;3;B. Haraldsson;ISL;;;;;;;;;;;;;;;;;;;;;;;;5 in 34.62 s;40.47 s;;;;;;;;5 in 25.21 s;15 reps;;;;;;;;;;;;;;;;;;;;;;39.61 s;;4 in 38.92 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;4;M. Philippi;USA;;;;;;;;;;;;;;;;;;;;;;;;5 in 36.41 s;47.67 s;;;;;;;;7 in 30.25 s;13 reps;;;;;;;;;;;;;;;;;;;;;;32.07 s;;3 in 42.75 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;5;S. Bathaiee;IRI;;;;;;;;;;;;;;;;;;;;;;;;0 in 75.00 s;17 m;;;;;;;;2 in 11.67 s;6 reps;;;;;;;;;;;;;;;;;;;;;;36.2 m;;2 in 16.93 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;1;M. Pudzianowski;POL;;;;;;;;;;;;;;;;;;;;;;;;5 in 23.71 s;;;;;13 reps;;;;6 in 31.39 s;;;59.65 s;;;;;;44.86 s;;;;;;;;;;;;;;;;5 in 43.08 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;2;D. Pope;USA;;;;;;;;;;;;;;;;;;;;;;;;5 in 22.89 s;;;;;9 reps;;;;5 in 27.96 s;;;35.5 m;;;;;;45.23 s;;;;;;;;;;;;;;;;5 in 39.47 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;3;M. Starov;UKR;;;;;;;;;;;;;;;;;;;;;;;;5 in 45.67 s;;;;;9 reps;;;;7 in 34.44 s;;;34.8 m;;;;;;26.99 s;;;;;;;;;;;;;;;;4 in 57.25 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;4;S. Bourgeois;CAN;;;;;;;;;;;;;;;;;;;;;;;;5 in 32.72 s;;;;;3 reps;;;;6 in 40.19 s;;;26.1 m;;;;;;53.59 s;;;;;;;;;;;;;;;;3 in 23.17 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;5;B. Irwin;NIR;;;;;;;;;;;;;;;;;;;;;;;;4 in 31.83 s;;;;;8 reps;;;;5 in 27.29 s;;;23.5 m;;;;;;25.58 s;;;;;;;;;;;;;;;;2 in 20.03 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;1;J. Virtanen;FIN;;;;;;;;;;;;;;;;;;;;;;;;5 in 24.67 s;;;;;5 reps;7 in 67.71 s;;;;;;;;;;;;41.13 s;;;;;;;;;;;;;;31.01 s;;5 in 48.24 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;2;D. Ostlund;USA;;;;;;;;;;;;;;;;;;;;;;;;5 in 20.03 s;;;;;4 reps;6 in 45.59 s;;;;;;;;;;;;40.87 s;;;;;;;;;;;;;;30.23 s;;5 in 43.49 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;3;J. Paulin;CAN;;;;;;;;;;;;;;;;;;;;;;;;5 in 25.53 s;;;;;2 reps;5 in 31.95 s;;;;;;;;;;;;60.37 s;;;;;;;;;;;;;;30.97 s;;5 in 44.30 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;4;K. Nee;USA;;;;;;;;;;;;;;;;;;;;;;;;5 in 25.37 s;;;;;5 reps;6 in 36.53 s;;;;;;;;;;;;50.73 s;;;;;;;;;;;;;;31.58 s;;3 in 28.68 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;5;S. Toczek;POL;;;;;;;;;;;;;;;;;;;;;;;;5 in 27.07 s;;;;;8 reps;5 in 32.75 s;;;;;;;;;;;;40.97 s;;;;;;;;;;;;;;27.50 s;;3 in 25.37 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;1;J. Marunde;USA;;;;;;;;;;;;;;;;;;;;;;;;5 in 20.41 s;37.60 s;;;;;4 in 19.62 s;;;;14 reps;;32.8 m;;;;;;;;;;;;;;;;;;;;;;4 in 23.01 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;2;T. Mitt;EST;;;;;;;;;;;;;;;;;;;;;;;;5 in 23.06 s;37.07 s;;;;;4 in 23.30 s;;;;13 reps;;31.4 m;;;;;;;;;;;;;;;;;;;;;;4 in 43.63 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;3;T. Hollands;ENG;;;;;;;;;;;;;;;;;;;;;;;;4 in 23.98 s;34.07 s;;;;;6 in 51.90 s;;;;4 reps;;27.5 m;;;;;;;;;;;;;;;;;;;;;;4 in 38.02 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;4;C. Waitoa;NZL;;;;;;;;;;;;;;;;;;;;;;;;4 in 22.03 s;45.34 s;;;;;7 in 48.32 s;;;;6 reps;;27.3 m;;;;;;;;;;;;;;;;;;;;;;3 in 26.48 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;WSM Final - group;5;G. Yanli;CHN;;;;;;;;;;;;;;;;;;;;;;;;2 in 55.59 s;18.7 m;;;;;3 in 22.29 s;;;;3 reps;;20 m;;;;;;;;;;;;;;;;;;;;;;2 in 34.80 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;1;M. Pudzianowski;POL;;;;;;;;;;;;;;;;;;;;;;22.44 s;;;;;;;;17 reps;;10 in 62.35 s;;;;25.59 s;;;;2 in 56.45 s;;;3 in 53.40 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;2;D. Pope;USA;;;;;;;;;;;;;;;;;;;;;;22.3 m;;;;;;;;10 reps;;10 in 49.37 s;;;;32.83 s;;;;2 in 83.32 s;;;4 in 83.97 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;3;A. Haugen;NOR;;;;;;;;;;;;;;;;;;;;;;7.6 m;;;;;;;;11 reps;;10 in 42.80 s;;;;46.38 s;;;;3 in 89.25 s;;;0 in 90.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;4;R. Gharaei;IRI;;;;;;;;;;;;;;;;;;;;;;7.8 m;;;;;;;;8 reps;;8 in 90.00 s;;;;30.08 s;;;;2 in 45.68 s;;;1 in 9.70 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;5;J. Paulin;CAN;;;;;;;;;;;;;;;;;;;;;;20.2 m;;;;;;;;10 reps;;7 in 90.00 s;;;;31.53 s;;;;2 in 68.19 s;;;0 in 90.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;1;T. Hollands;ENG;;;;;;;;;;;;;;;;;;;;;;;14.18 s;;;;;;;11 reps;;3 in 90.00 s;;;;;;;;3 in 85.78 s;;;;;;;;;;;;;;;;26.91 s;;5 in 47.73 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;2;R. Vidzis;LAT;;;;;;;;;;;;;;;;;;;;;;;15.37 s;;;;;;;11 reps;;6 in 90.00 s;;;;;;;;3 in 71.79 s;;;;;;;;;;;;;;;;51.17 s;;5 in 58.03 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;3;J. Marunde;USA;;;;;;;;;;;;;;;;;;;;;;;16.88 s;;;;;;;8 reps;;10 in 53.73 s;;;;;;;;3 in 87.43 s;;;;;;;;;;;;;;;;29.91 s;;5 in 37.87 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;WSM Final - group;4;D. Ostlund;USA;;;;;;;;;;;;;;;;;;;;;;;15.63 s;;;;;;;8 reps;;8 in 90.00 s;;;;;;;;3 in 84.44 s;;;;;;;;;;;;;;;;39.7 m;;5 in 39.01 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
